rank_cnc,Name,ticker,market_cap,price,volume24,pct1h,pct24h,pct7d
312, FirstBlood,1ST,"9,841,794",0.115030,893,0.03,0.9,-6.84
313, Skycoin,SKY,"9,838,353",0.614897,"104,346",-0.1,-3.41,-2.97
314, Storm,STORM,"9,834,496",0.001522,"2,100,808",2.47,-1.65,4.07
315, GoWithMi,GMAT,"9,825,406",0.003608,"128,397",0.11,-0.74,-12.95
316, RealTract,RET,"9,774,639",0.000922,"176,055",-0.19,1.07,-15.40
317, OTOCASH,OTO,"9,691,564",0.454664,"2,976",-0.2,-1.2,-5.64
318, Particl,PART,"9,677,951",1.20,"9,712",-1.03,-10.51,-18.48
319, Force Protocol,FOR,"9,589,247",0.038452,"56,060,698",-1.56,8.01,-20.22
320, Contentos,COS,"9,574,477",0.014420,"8,289,403",-0.12,-2.38,-6.35
321, Quantum Resis...,QRL,"9,416,983",0.135306,"307,048",-0.3,-1.67,-4.24
322, Emirex Token,EMRX,"9,381,810",0.394548,"423,725",0.22,2.39,46.15
323, CasinoCoin,CSC,"9,331,516",0.000237,"25,410",6.99,-2.08,-5.73
324, DDKoin,DDK,"9,182,154",5.37,"391,220",-1.9,-0.53,-6.22
325, Ankr,ANKR,"8,971,754",0.002245,"1,007,139",-0.17,-0.65,-6.23
326, Reserve Rights,RSR,"8,959,834",0.002130,"1,132,350",0.04,-0.61,-2.77
327, TOP,TOP,"8,946,868",0.002666,"8,011,837",1.27,-2.77,-13.47
328, Polis,POLIS,"8,867,707",1.03,"45,739",-1.46,-1.47,10.74
329, Aencoin,AEN,"8,830,955",0.033042,"124,261",1.22,1.11,4.21
330, Content Value...,CVNT,"8,802,109",0.016382,"944,025",0.34,7.95,11.47
331, UGAS,UGAS,"8,764,912",0.051042,"1,760,910",0.25,-2.3,0.40
332, Blox,CDT,"8,716,078",0.012921,"427,528",1.0,-0.02,-8.71
333, Blackmoon,BMC,"8,706,877",0.161238,106,-0.17,-3.76,-1.37
334, Valor Token,VALOR,"8,671,398",0.432791,"89,711",-0.5,2.58,-7.64
335, Lightning Bit...,LBTC,"8,662,317",2.24,"2,987,455",-3.31,-4.52,-2.46
336, ZTCoin,ZT,"8,570,379",0.037931,"320,111",-0.56,-1.88,-7.49
337, INT Chain,INT,"8,562,270",0.022549,"1,760,344",-0.85,-4.27,-11.65
338, Utrust,UTK,"8,519,984",0.018933,"26,917,825",-0.13,-2.85,-3.83
339, Levolution,LEVL,"8,433,861",0.340504,"147,036",-0.84,19.19,13.73
340, Raiden Networ...,RDN,"8,419,698",0.166417,"5,720,490",0.54,2.84,-0.38
341, Achain,ACT,"8,417,681",0.008805,"512,082",0.62,-1.0,-3.15
342, S4FE,S4F,"8,389,411",0.031382,"3,296",-1.72,-19.82,-26.52
343, Litecoin Cash,LCC,"8,387,536",0.012891,"98,980",-6.69,-2.11,-13.52
344, adToken,ADT,"8,310,768",0.010467,"471,687",-3.94,257.75,250.40
345, Mithril,MITH,"8,221,236",0.011740,"1,947,321",0.25,-1.7,-9.51
346, Anchor,ANCT,"8,199,733",0.795880,"132,297",-0.09,0.12,0
347, Streamr DATAcoin,DATA,"7,992,724",0.011803,"157,903",-0.57,-2.18,-6.89
348, Gifto,GTO,"7,926,850",0.013119,"1,257,517",-0.32,-7.16,-9.10
349, THEKEY,TKY,"7,924,176",0.001502,"13,538",1.47,-6.29,-3.51
350, Bitrue Coin,BTR,"7,898,751",0.056379,"383,968",0.74,-3.02,-9.54
351, Ruff,RUFF,"7,890,950",0.008048,"1,039,021",-0.07,1.23,-4.44
352, Locus Chain,LOCUS,"7,864,673",0.009829,0,0.0,0.0,14.39
353, Pirate Chain,ARRR,"7,831,582",0.060785,"25,881",-2.78,22.63,92.64
354, Tripio,TRIO,"7,677,176",0.002047,"1,633,493",-0.86,0.88,-0.57
355, All Sports,SOC,"7,627,879",0.005086,"175,246",0.47,3.54,2.24
356, FNB Protocol,FNB,"7,624,004",0.011827,"402,016",0.66,-1.24,-15.15
357, Everex,EVX,"7,617,029",0.335552,"2,179,744",-0.59,-1.72,-5.49
358, Dragonchain,DRGN,"7,592,696",0.031846,"27,301",-0.93,-2.04,-5.47
359, Origo,OGO,"7,547,077",0.019287,"23,506,334",0.79,1.16,-8.86
360, OST,OST,"7,543,786",0.011071,"204,195",-1.22,-2.47,-4.41
361, bitCNY,BITCNY,"7,536,686",0.143506,"289,109,628",-0.1,0.09,-0.04
362, Time New Bank,TNB,"7,448,311",0.002543,"301,226",-0.78,-0.95,-13.23
363, Po.et,POE,"7,369,580",0.002346,"123,620",0.85,-1.17,-7.25
364, Measurable Da...,MDT,"7,255,518",0.013011,"15,485,469",0.15,-2.24,-1.98
365, REPO,REPO,"7,224,793",0.065705,"4,596",-0.15,10.44,-18.69
366, BOSAGORA,BOA,"7,134,049",0.029784,"38,258",0.2,1.68,7.66
367, Metadium,META,"7,087,054",0.005690,"304,353",0.79,-0.75,-14.05
368, sUSD,SUSD,"7,082,911",1.00,"9,027",-0.11,1.34,1.04
369, Perlin,PERL,"7,080,137",0.027023,"685,413",-0.17,-2.91,-11.06
370, ProximaX,XPX,"7,072,232",0.001160,"320,785",0.04,2.71,-1.44
371, LockTrip,LOC,"7,057,166",0.471983,"15,967",0.95,3.05,-2.50
372, Neblio,NEBL,"7,047,052",0.467289,"74,857",-1.0,-2.2,-4.79
373, Aergo,AERGO,"7,006,031",0.067408,"18,102,033",-4.69,42.32,36.13
374, Everus,EVR,"6,980,679",0.015260,"1,761",-0.19,5.31,65.11
375, STPT,STPT,"6,948,289",0.010123,"373,502",-0.39,5.17,4.40
376, FOAM,FOAM,"6,924,507",0.024172,"17,504",17.0,9.74,44.91
377, BORA,BORA,"6,859,992",0.010222,"82,849",-0.32,2.17,13.11
378, Sport and Lei...,SNL,"6,855,697",0.010162,0,-0.97,-2.6,-2.12
379, GoChain,GO,"6,842,859",0.008090,"1,156,703",-0.27,-2.38,-4.34
380, Quantstamp,QSP,"6,808,626",0.011029,"66,660",-0.23,-3.76,-3.30
381, Hydro,HYDRO,"6,760,957",0.000627,"3,880,285",0.18,2.32,-3.27
382, MovieBloc,MBL,"6,753,500",0.001779,"20,738,819",-0.14,-1.58,8.04
383, AdEx,ADX,"6,740,846",0.081981,"390,180",-0.23,0.49,-4.11
384, Pigeoncoin,PGN,"6,687,759",0.001709,"4,233",0.26,-2.31,61.84
385, Dusk Network,DUSK,"6,658,396",0.052351,"414,784",-1.0,-4.17,-7.66
386, CWV Chain,CWV,"6,640,099",0.001875,"760,473",-0.16,-0.58,-6.31
387, Incent,INCNT,"6,636,038",0.144210,"12,590",-0.46,-1.44,-5.40
388, VNT Chain,VNT,"6,619,624",0.002456,"847,002",-2.54,-2.2,-10.44
389, CyberVein,CVT,"6,581,173",0.006206,"458,152",7.55,10.07,14.17
390, TaaS,TAAS,"6,573,973",0.807018,431,-3.93,-4.25,-5.08
391, DAPS Token,DAPS,"6,564,078",0.000125,"24,204",1.31,-13.74,-23.19
392, Tokenomy,TEN,"6,507,002",0.032535,"8,007",-0.46,-1.36,-5.92
393, Bluzelle,BLZ,"6,505,651",0.030812,"581,572",-0.61,1.43,21.80
394, Kava,KAVA,"6,493,839",1.04,"4,382,441",-0.53,-1.51,-2.02
395, Contents Prot...,CPT,"6,484,777",0.002131,"278,303",0.64,1.48,2.65
396, ARPA Chain,ARPA,"6,436,780",0.017094,"4,350,492",-1.65,-6.14,-24.84
397, TokenClub,TCT,"6,326,668",0.013142,"171,427",0.2,-2.07,-11.74
398, Dropil,DROP,"6,295,344",0.000277,"196,614",-0.17,-1.41,40.65
399, Namecoin,NMC,"6,229,644",0.422739,"3,680",-4.4,-5.11,-12.33
400, Asch,XAS,"6,200,837",0.066422,"257,435",0.8,-4.12,-16.34
401, Peercoin,PPC,"6,196,467",0.240680,"47,727",0.67,0.65,-18.32
402, Monero Classic,XMC,"6,170,053",0.355260,877,0.96,3.17,1.47
403, SaluS,SLS,"6,153,620",6.08,"1,474",-0.21,5.19,-21.46
404, CommerceBlock,CBT,"6,059,290",0.034790,"2,303",-0.14,8.11,9.65
405, Insolar,INS,"6,056,084",0.186341,"12,761,158",0.13,0.31,-4.71
406, NavCoin,NAV,"6,031,720",0.090445,"35,330",-0.31,-0.51,-5.41
407, Kin,KIN,"6,033,256",0.000005,"486,776",0.12,2.71,-10.73
408, Burst,BURST,"6,018,434",0.002907,"6,997",-1.26,-1.71,-8.48
409, PAX Gold,PAXG,"5,952,236","1,490.28","8,063,920",0.38,0.74,-0.66
410, Darico Ecosys...,DEC,"5,910,496",0.098752,"1,283",-0.13,0.82,9.42
411, Stakenet,XSN,"5,907,961",0.065707,"1,277,889",0.03,3.5,-11.04
412, NaPoleonX,NPX,"5,907,635",0.242911,"52,234",-0.92,-1.98,-9.71
413, BlackCoin,BLK,"5,899,637",0.095046,"27,916",-0.32,-0.49,26.61
414, Litex,LXT,"5,885,589",0.005886,"1,127,596",-1.04,4.62,3.24
415, Eligma Token,ELI,"5,880,110",0.029563,"152,303",-0.31,-1.27,-5.53
416, Nucleus Vision,NCASH,"5,847,632",0.000966,"291,618",-0.64,-2.5,-10.21
417, BitBay,BAY,"5,801,787",0.005732,35,-0.22,-6.92,-1.49
418, SALT,SALT,"5,796,894",0.072205,"326,585",1.93,-10.89,-8.22
419, SingularDTV,SNGLS,"5,789,081",0.009648,"39,477",-0.2,-3.49,1.34
420, Restart Energ...,MWAT,"5,769,826",0.012744,"8,324",-0.47,-0.96,-5.78
421, Nectar,NEC,"5,762,031",0.069967,"18,848",-0.01,-11.26,-14.50
422, Rocket Pool,RPL,"5,759,206",0.584769,"3,615",-0.13,3.72,30.49
423, Snetwork,SNET,"5,741,227",0.032593,"1,237,324",-0.3,4.67,8.46
424, TERA,TERA,"5,740,118",0.006795,"630,623",-0.14,-1.56,18.62
425, BABB,BAX,"5,726,211",0.000174,"286,494",-0.55,82.87,66.36
426, SmartMesh,SMT,"5,699,765",0.004252,"85,488",-1.7,2.1,1.55
427, ChainX,PCX,"5,694,430",2.30,"615,603",-0.47,-6.86,-10.15
428, PumaPay,PMA,"5,689,991",0.000235,"416,149",0.61,0.29,-4.41
429, DMarket,DMT,"5,669,178",0.099596,"1,786,635",-0.98,9.81,4.16
430, Metronome,MET,"5,569,146",0.574195,"439,045",-3.12,-5.45,-4.53
431, Universa,UTNP,"5,548,190",0.003001,"8,189",-8.27,-10.3,-22.88
432, USDQ,USDQ,"5,531,244",1.01,"53,880",0.01,0.3,0.26
433, Monetha,MTH,"5,529,077",0.013740,"143,996",0.07,-1.03,-4.73
434, Digix Gold Token,DGX,"5,504,180",46.45,"28,102",-0.14,-0.75,-2.11
435, Dock,DOCK,"5,480,505",0.009909,"1,325,798",-0.97,-1.89,-6.92
436, THORChain,RUNE,"5,460,492",0.051127,"256,603",-0.48,14.05,78.11
437, Odyssey,OCN,"5,406,679",0.000809,"376,062",-0.31,0.79,-2.60
438, Origin Sport,ORS,"5,404,973",0.018017,"6,725,788",0.01,-11.8,2.65
439, SIX,SIX,"5,395,778",0.019709,"879,177",-0.3,-0.81,-5.01
440, Flash,FLASH,"5,382,910",0.005981,45,-0.21,89.44,56.25
441, Blocknet,BLOCK,"5,371,409",0.854743,"71,329",-0.34,-9.42,-15.72
442, VeriBlock,VBK,"5,362,158",0.010022,"5,702",-0.17,-0.85,-11.79
443, U Network,UUU,"5,298,969",0.000758,"324,076",0.2,-1.07,-2.93
444, SONM,SNM,"5,289,508",0.014709,"441,483",-7.66,-0.26,11.94
445, Amoveo,VEO,"5,287,847",78.56,9,-0.2,-9.81,-13.98
446, DAO.Casino,BET,"5,285,590",0.031599,"19,212",0.68,-6.79,-11.04
447, DeepBrain Chain,DBC,"5,270,656",0.001647,"141,224",-1.08,-5.29,-5.34
448, Viberate,VIB,"5,251,285",0.027370,"2,403,758",-2.19,3.36,10.34
449, PAC Global,PAC,"5,231,755",0.000688,"52,998",35.96,73.19,184.93
450, OAX,OAX,"5,213,302",0.069390,"123,944",-0.53,-3.75,-8.71
451, Melon,MLN,"5,196,427",4.16,"12,004",-0.29,1.3,-3.39
452, Genesis Vision,GVT,"5,185,473",1.17,"623,106",-0.16,1.54,4.73
453, IDEX,IDEX,"5,155,006",0.011367,"8,966",-0.13,-13.32,-12.75
454, doc.com Token,MTC,"5,132,595",0.007106,"25,712",-1.13,-5.64,-15.21
455, DigitalNote,XDN,"5,122,449",0.000695,"1,476",-0.22,8.83,8.11
456, Band Protocol,BAND,"5,096,686",0.325403,"841,750",-0.07,-4.14,-6.72
457, High Performa...,HPB,"5,082,681",0.116522,"1,911,349",0.47,-10.86,-23.69
458, SwissBorg,CHSB,"5,067,946",0.008801,"31,154",-0.38,-0.26,-6.95
459, Wrapped Bitcoin,WBTC,"5,064,237","8,667.31","89,333",-0.71,-1.64,-4.98
460, ContentBox,BOX,"4,937,648",0.005329,"136,983",2.15,-9.24,-7.87
461, Steem Dollars,SBD,"4,930,891",0.666325,"80,162",-2.08,33.37,-4.86
462, Red Pulse Pho...,PHX,"4,900,263",0.005907,"343,077",-0.04,-4.14,-11.58
463, Electra,ECA,"4,867,735",0.000170,"6,729",-9.11,6.2,17.04
464, LTO Network,LTO,"4,848,212",0.025999,"346,260",-1.47,-5.05,-8.18
465, VITE,VITE,"4,843,287",0.011666,"68,963",-0.07,-1.12,-2.76
466, Morpheus.Network,MRPH,"4,824,831",0.145947,"170,040",-1.58,4.79,15.64
467, Cosmo Coin,COSM,"4,804,338",0.007162,"71,475",-1.17,0.84,-4.02
468, TrustVerse,TRV,"4,748,017",0.019835,"1,125,757",-0.41,-2.43,-25.84
469, Bitcoin Rhodium,XRC,"4,714,698",5.64,"9,621",1.25,-5.06,-14.67
470, Humanscape,HUM,"4,713,038",0.010151,"69,245",-0.47,4.26,-1.45
471, BOX Token,BOX,"4,685,649",0.047036,"31,259",1.32,-0.55,-0.99
472, Gemini Dollar,GUSD,"4,681,764",0.993186,"3,817,719",-0.08,0.13,-0.36
473, VIBE,VIBE,"4,677,418",0.017981,"151,471",-0.45,-0.29,-6.11
474, FLO,FLO,"4,673,805",0.030678,"10,891",-1.25,-8.06,-1.44
475, Safex Token,SFT,"4,622,404",0.003601,61,-0.2,-10.4,-9.40
476, Viacoin,VIA,"4,588,175",0.198121,"99,530",-0.48,-1.79,-8.57
477, Selfkey,KEY,"4,555,495",0.001588,"2,015,876",0.13,-2.53,-18.48
478, ZelCash,ZEL,"4,547,482",0.054892,"3,443,871",-0.41,-2.51,-4.23
479, Dero,DERO,"4,467,085",0.511810,"1,000,054",0.21,-0.35,-1.67
480, WePower,WPR,"4,452,659",0.007321,"1,785,926",0.42,-2.71,-5.54
481, #MetaHash,MHC,"4,450,865",0.002960,"897,842",0.16,-5.99,-3.86
482, Ambrosus,AMB,"4,450,379",0.030779,"2,786,163",-1.79,0.03,-0.19
483, Jibrel Network,JNT,"4,440,744",0.026110,"7,272",18.1,9.8,2.14
484, Invictus Hype...,IHF,"4,429,203",0.037127,"3,111",-0.19,4.21,-9.67
485, Travala.com,AVA,"4,415,366",0.099662,"2,587,477",-0.14,-3.61,-14.65
486, FLETA,FLETA,"4,414,627",0.014757,"34,472",0.22,8.18,60.33
487, GET Protocol,GET,"4,413,198",0.387522,"4,956",-0.32,4.26,5.89
488, Sense,SENSE,"4,413,188",0.008673,0,0.0,0.0,0.00
489, Propy,PRO,"4,400,631",0.091826,"97,785",-0.28,-2.39,-8.69
490, QuickX Protocol,QCX,"4,387,383",0.010575,"318,095",0.03,-2.98,-11.10
491, Eminer,EM,"4,377,351",0.011608,"2,630,266",4.96,-8.09,-29.95
492, IPChain,IPC,"4,367,795",0.055245,"267,879",-1.79,-3.13,-20.36
493, Cashaa,CAS,"4,327,995",0.005718,331,-0.38,-5.39,-13.26
494, LiquidApps,DAPP,"4,327,671",0.010357,"12,075",-0.02,-5.7,-21.37
495, SmartCash,SMART,"4,291,609",0.003035,"113,970",-0.09,-0.59,-6.11
496, Sealchain,SEAL,"4,286,364",0.023068,"1,287,194",-0.81,-2.77,16.35
497, Emercoin,EMC,"4,277,910",0.095700,"7,678",-0.7,-2.93,22.14
498, XcelToken Plus,XLAB,"4,233,956",0.000676,864,-0.14,-14.77,-33.53
499, Counterparty,XCP,"4,215,060",1.61,16,-0.05,0.18,0.44
500, BidiPass,BDP,"4,214,210",0.020038,"3,983,053",1.39,5.08,-9.57
501, Moss Coin,MOC,"4,202,323",0.013409,"129,463",0.19,0.38,-4.50
502, IntelliShare,INE,"4,168,291",0.019657,"601,487",0.89,-5.09,-8.18
503, Krios,KRI,"4,142,855",0.023260,"84,562",-0.78,16.82,43.17
504, Pivot Token,PVT,"4,082,482",0.000795,"925,207",-0.7,3.57,14.08
505, QunQun,QUN,"4,070,701",0.006225,"1,655,049",-0.2,-2.02,-12.96
506, Hi Mutual Soc...,HMC,"4,065,357",0.010060,"146,247",-0.38,-2.35,-3.62
507, Credo,CREDO,"4,062,839",0.007388,0,-0.2,4.16,-1.17
508, SwftCoin,SWFTC,"4,059,082",0.001115,"2,030,255",-0.81,-3.23,-5.91
509, Morpheus Labs,MITX,"4,029,240",0.011566,"345,051",1.61,-3.56,8.62
510, BOLT,BOLT,"4,022,053",0.009748,"1,469,679",1.94,7.6,8.65
511, Pepe Cash,PEPECASH,"4,007,637",0.005710,219,-1.01,-1.23,-0.88
512, SIRIN LABS Token,SRN,"4,003,976",0.008141,"65,358",-0.07,-3.39,-5.59
513, Gulden,NLG,"3,991,657",0.007988,"7,589",-0.03,1.47,0.18
514, QLC Chain,QLC,"3,977,974",0.016575,"33,204",-0.31,-1.74,-6.60
515, Ether Zero,ETZ,"3,941,342",0.023732,"140,265",1.3,-3.91,-11.32
516, Lympo,LYM,"3,929,878",0.004754,"26,704",-0.46,0.58,-6.98
517, Agrello,DLT,"3,926,091",0.045663,"146,007",-1.35,1.7,5.36
518, DATA,DTA,"3,908,359",0.000400,"892,525",-0.09,5.66,0.81
519, ColossusXT,COLX,"3,906,868",0.000337,149,28.92,27.52,7.65
520, Halo Platform,HALO,"3,888,131",0.000758,"26,734",-0.13,-4.07,12.96
521, Ethos,ETHOS,"3,874,138",0.039685,"2,932,037",-0.17,-1.94,-11.05
522, Edge,DADI,"3,851,044",0.054196,"7,801",0.01,0.51,0.61
523, BitMart Token,BMX,"3,848,613",0.023153,"335,910",0.02,-2.82,4.89
524, Amino Network,AMIO,"3,806,512",0.078396,"1,024,888",-1.65,3.43,56.84
525, YOYOW,YOYOW,"3,781,581",0.012606,"86,953",-0.14,-3.58,-5.77
526, STACS,STACS,"3,768,011",0.007244,"12,273",-0.01,-19.38,-21.26
527, district0x,DNT,"3,764,929",0.006275,"124,990",-0.55,-2.08,-5.27
528, Zipper,ZIP,"3,759,257",0.000232,"3,650,218",-0.45,-1.62,-6.51
529, Aeon,AEON,"3,741,123",0.236309,787,-0.21,-1.93,-4.55
530, Neumark,NEU,"3,721,069",0.094844,254,-0.09,4.97,1.79
531, DEX,DEX,"3,691,757",0.019274,"2,104,474",0.58,-6.99,-4.38
532, Ternio,TERN,"3,687,560",0.011035,0,-1.1,-0.48,2.96
533, Veil,VEIL,"3,671,271",0.077960,"94,870",0.01,-1.67,-7.41
534, Infinitus Token,INF,"3,671,063",0.280326,61,-0.08,0.05,2.60
535, Poseidon Network,QQQ,"3,651,270",0.001723,"166,816",-0.3,-4.83,-36.79
536, Zeepin,ZPT,"3,646,828",0.007294,178,-0.22,43.97,60.83
537, Scry.info,DDD,"3,628,736",0.008246,"271,365",1.77,4.37,-7.66
538, Axe,AXE,"3,620,508",0.716352,"973,614",0.07,-4.66,-6.69
539, PolySwarm,NCT,"3,618,094",0.002340,"31,285",0.18,-10.91,-11.56
540, Aeron,ARN,"3,610,459",0.180631,"775,852",-0.72,-1.93,-4.94
541, AirSwap,AST,"3,579,012",0.023860,"2,770,251",-0.54,-3.42,-2.62
542, Sentinel Prot...,UPP,"3,577,524",0.011496,"472,311",-1.27,2.14,3.26
543, XinFin Network,XDCE,"3,557,417",0.000906,"248,221",-2.87,0.94,-9.08
544, Chimpion,BNANA,"3,557,251",0.112119,"246,412",-1.22,-1.65,-4.64
545, AppCoins,APPC,"3,553,690",0.035518,"47,483",-0.59,-2.33,-5.93
546, DAOstack,GEN,"3,518,178",0.085196,"1,607",-1.42,2.13,9.08
547, POA,POA,"3,497,131",0.015884,"44,784",-0.05,-1.3,-6.54
548, Clams,CLAM,"3,456,289",0.895689,0,0.0,0.0,1.97
549, Ultra,UOS,"3,440,993",0.035422,"40,174",1.02,-3.45,6.61
550, Cube,AUTO,"3,430,079",0.000506,"717,904",1.52,-18.24,-13.67
551, Blockmason Cr...,BCPT,"3,429,902",0.029528,"186,130",-0.61,-1.63,-4.03
552, Refereum,RFR,"3,427,743",0.000790,"65,491",-0.84,-0.39,-6.47
553, BLOCKv,VEE,"3,414,626",0.001283,330,-0.18,-1.42,-7.70
554, Cajutel,CAJ,"3,401,531",2.52,"20,479",-0.2,-1.29,-6.17
555, Ubiq,UBQ,"3,400,886",0.079816,"2,155",-0.28,-7.7,-10.79
556, StableUSD,USDS,"3,393,185",1.01,"240,395",-0.17,-5.13,0.86
557, AIDUS TOKEN,AID,"3,387,660",0.003754,"1,837",1.78,-2.62,4.22
558, Etherparty,FUEL,"3,386,968",0.003387,"188,534",-0.2,0.78,-3.45
559, AMO Coin,AMO,"3,384,079",0.000256,"463,628",0.71,-4.89,-13.60
560, MediShares,MDS,"3,375,473",0.004553,"331,492",-1.36,5.69,9.19
561, Mobius,MOBI,"3,370,666",0.006544,643,-0.06,-0.01,5.62
562, Bitcore,BTX,"3,346,323",0.191973,798,-2.39,-2.28,-9.55
563, VeriDocGlobal,VDG,"3,306,016",0.000421,"41,284",-0.13,-1.9,-4.70
564, Ondori,RSTR,"3,280,084",0.000087,217,-0.2,-1.29,-6.05
565, APIS,APIS,"3,279,994",0.000366,"19,610",0.16,-3.26,-18.59
566, V-ID,VIDT,"3,270,810",0.105254,"1,334,221",-4.97,-9.11,23.47
567, Artfinity,AT,"3,241,550",0.026193,"35,059,269",0.65,-0.22,-6.57
568, Ecobit,ECOB,"3,222,959",0.007252,0,0.0,-0.69,29.81
569, Credit Tag Chain,CTC,"3,222,435",0.053935,0,0.0,0.0,0.00
570, Vites,VITES,"3,201,567",0.000087,0,-0.2,-1.04,-6.03
571, OneLedger,OLT,"3,179,787",0.008914,"743,857",-3.91,-11.37,22.35
572, VideoCoin,VID,"3,174,052",0.198118,"4,943,194",0.27,2.23,-0.83
573, Xaurum,XAUR,"3,172,092",0.041325,"16,907",-3.22,-2.33,-13.90
574, Endor Protocol,EDR,"3,168,226",0.003816,"1,397,958",0.24,-1.04,-1.67
575, Game.com,GTC,"3,133,440",0.004115,"903,048",-0.59,-2.2,-3.97
576, BOScoin,BOS,"3,119,399",0.004500,"980,135",-0.28,-0.68,-12.76
577, PlayCoin [ERC20],PLY,"3,118,392",0.003154,"721,775",0.1,-7.17,-11.49
578, Digital Asset...,DAGT,"3,117,549",0.135238,0,0.02,-0.73,22.51
579, INLOCK,ILK,"3,115,806",0.002868,"35,620",-0.08,-5.27,-1.14
580, Genaro Network,GNX,"3,084,517",0.012054,"354,922",0.06,-1.12,2.31
581, EURBASE,EBASE,"3,082,278",1.07,"19,503",0.08,-0.63,-1.28
582, Bezant,BZNT,"3,067,900",0.004459,"138,796",-3.11,9.59,39.09
583, OneRoot Network,RNT,"3,066,677",0.010795,"11,442,380",-0.33,-4.38,-12.49
584, Kcash,KCASH,"3,025,140",0.006790,"1,305,272",-0.21,-2.36,-9.44
585, PLANET,PLA,"3,020,716",0.302374,"13,898,037",-0.23,-1.11,-0.89
586, Etheroll,DICE,"3,001,811",0.428731,0,-0.21,-1.4,-5.30
587, MenaPay,MPAY,"2,994,015",0.030366,"300,443",0.0,4.07,13.10
588, Hydro Protocol,HOT,"2,992,002",0.004262,"313,908",-0.92,-5.55,-5.75
589, Bottos,BTO,"2,989,540",0.005475,"351,039",-0.44,-4.99,-7.15
590, Rublix,RBLX,"2,978,040",0.143304,2,-4.76,-9.66,-6.18
591, Lykke,LKK,"2,953,964",0.009324,0,0.0,-0.59,3.94
592, Global Curren...,GCR,"2,943,923",0.027619,"1,801",2.69,-0.24,-26.98
593, Online,OIO,"2,932,805",0.003342,0,0.0,0.0,0.00
594, POPCHAIN,PCH,"2,911,885",0.003262,31,0.2,0.72,4.25
595, Linkey,LKY,"2,906,286",0.058126,0,0.0,-0.08,9.09
596, Global Social...,GSC,"2,834,299",0.005161,"77,976",-0.01,-2.45,-2.74
597, Eterbase Coin,XBASE,"2,820,872",0.002873,"513,659",-0.9,7.69,-11.93
598, 1World,1WO,"2,782,977",0.121097,101,-0.14,3.57,-1.33
599, pEOS,PEOS,"2,767,462",0.003341,"4,560",0.03,4.05,-4.86
600, Penta,PNT,"2,764,782",0.000132,"100,439",-3.06,-4.68,-4.46
601, ShipChain,SHIP,"2,761,667",0.010575,234,-0.13,20.8,43.29
602, NPCoin,NPC,"2,756,327",0.038041,"4,180",-1.99,7.53,-3.04
603, Global Crypto...,GCC,"2,752,050",0.002171,5,-0.21,-5.07,2.12
604, OriginTrail,TRAC,"2,750,783",0.009587,"30,026",-0.7,-3.22,-8.34
605, BaaSid,BAAS,"2,734,998",0.000609,"50,886",-0.61,-12.83,-11.97
606, Polybius,PLBT,"2,724,179",0.686266,"5,398",0.45,2.89,-14.01
607, Primecoin,XPM,"2,708,174",0.091311,"18,471",-1.46,6.13,3.58
608, Swarm,SWM,"2,712,388",0.034485,587,-3.62,7.28,-4.40
609, Traceability ...,TAC,"2,708,146",0.003923,"10,883",4.1,-0.63,-6.92
610, Pundi X NEM,NPXSXEM,"2,687,502",0.000130,"423,218",0.04,-0.53,-25.03
611, ERC20,ERC20,"2,686,094",0.053722,"51,677",-11.56,-14.13,-17.05
612, Stealth,XST,"2,681,158",0.079208,"7,897",-1.21,3.08,-0.87
613, LoyalCoin,LYL,"2,659,612",0.000497,77,-0.2,-1.28,7.48
614, Spendcoin,SPND,"2,659,486",0.002789,"634,646",-1.69,-11.88,-20.31
615, Caspian,CSP,"2,655,421",0.005933,"107,409",-1.69,-3.16,9.89
616, Phantasma,SOUL,"2,638,027",0.045224,"96,160",4.05,-2.04,-10.77
617, Change,CAG,"2,637,187",0.083261,966,-0.2,-1.0,-6.74
618, Haven Protocol,XHV,"2,632,702",0.243698,"66,422",0.15,15.01,34.66
619, Chromia,CHR,"2,624,029",0.022652,"12,371,421",0.71,0.79,-4.35
620, Futurepia,PIA,"2,623,393",0.002924,"1,908",-0.13,1.86,-10.17
621, Omni,OMNI,"2,614,039",4.65,"6,443",-0.23,-2.31,78.93
622, Delphy,DPY,"2,601,340",0.041822,"119,127",-0.24,-3.39,-5.94
623, BitNewChain,BTN,"2,599,918",0.014468,4,-0.1,0.31,0.16
624, COS,COS,"2,595,285",0.014878,"3,922",-1.19,-4.74,3.11
625, Nimiq,NIM,"2,590,131",0.000525,"136,226",1.5,1.33,-0.48
626, IQeon,IQN,"2,587,601",0.699551,"20,933",-1.21,-2.73,-4.38
627, Tidex Token,TDX,"2,583,825",0.271839,"161,127",-0.15,-15.05,-23.60
628, Feathercoin,FTC,"2,571,253",0.009982,"3,357",-0.25,-2.45,-8.23
629, eosDAC,EOSDAC,"2,566,154",0.003884,"130,334",2.45,2.3,6.93
630, Fatcoin,FAT,"2,564,998",0.019049,"1,964,861",0.14,4.04,-5.03
631, Metrix Coin,MRX,"2,560,970",0.000174,"1,148",-0.21,-1.34,-6.05
632, Peerplays,PPY,"2,550,900",0.566673,"101,400",2.18,13.99,24.92
633, Hashgard,GARD,"2,550,411",0.000045,"779,032",-0.91,-4.51,-20.43
