rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,custom_index,custom_index_scaled,success
855, Eden,EDN,"1,141,202",0.001902,"34,493,505",0.08,-8.33,-15.8,Virgin Islands (British),Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-05-25 00:00:00,2018-05-24 00:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.983733333,0.092,0.068,0.840166667,6,540,1.02708,9.171717727336296e-07,0
857, Edgeless,EDG,"1,134,043",0.009689,"2,765",-0.2,1.66,-8.22,Lithuania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-03-21 00:00:00,2017-02-28 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.0772,0.006999999999999999,0.987,0.006,1,970,9.39833,8.392745745127245e-06,0
863, Friendz,FDZ,"1,106,449",0.002150,"64,509",-1.32,-0.5,-12.45,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2018-03-21 00:00:00,2018-03-01 11:00:00,19 days 13:00:00.000000000,0 days 00:00:00.000000000,-0.5719,0.006,0.022000000000000002,0.971,1,605,1.30075,1.1615606428575611e-06,0
869, Optimal Shelf...,OSA,"1,084,768",0.000781,"4,164",1.4,-0.24,-4.07,Virgin Islands (British),Ethereum,2018-07-03 00:00:00,2018-05-21 00:00:00,4.6,Closed,ICO,2018-08-31 00:00:00,2018-07-21 00:00:00,41 days 00:00:00.000000000,43 days 00:00:00.000000000,0.1451625,0.050125,0.8773125,0.07265625,32,442,0.34520199999999995,3.082508315184212e-07,0
871, Datum,DAT,"1,078,012",0.001078,"116,597",0.46,0.71,-3.43,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-11-29 13:00:00,2017-10-29 13:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.317875,0.0860625,0.0478125,0.8660625,16,717,0.772926,6.902108018655123e-07,0
872, Beaxy,BXY,"1,075,958",0.007209,"5,367",1.37,-2.49,-12.24,Saint Kitts and Nevis,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.425446,0.029419999999999998,0.8969,0.07367,100,779,5.615811000000001,5.0149347149364944e-06,0
878, Mysterium,MYST,"1,056,773",0.044641,11,-0.21,-0.09,7.95,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-05-30 23:00:00,2017-05-30 15:00:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,900,40.1769,3.587818421602406e-05,0
886, Humaniq,HMQ,"1,028,115",0.005533,"79,422",-0.26,1.94,-10.34,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-04-30 00:00:00,2017-04-06 00:00:00,24 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0772,0.011000000000000001,0.977,0.012,1,930,5.14569,4.595113981894755e-06,0
887, NeuroChain,NCC,"1,027,335",0.002428,"26,309",0.05,-0.11,-7.09,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2018-04-15 08:00:00,2018-03-19 08:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.45133333299999995,0.067,0.8693333329999999,0.06333333299999999,3,580,1.40824,1.2575498256310523e-06,0
896, CargoX,CXO,"996,713",0.006422,"3,791",3.63,6.05,14.95,Hong Kong,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2018-01-23 14:07:40,2018-01-23 14:00:00,0 days 00:07:40.000000000,0 days 00:00:00.000000000,0.373833333,0.012333333,0.004,0.983666667,3,662,4.251364,3.7964757655668595e-06,0
897, Bloom,BLT,"995,831",0.018564,812,-0.13,-9.66,-9.66,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.027153332999999998,0.052333332999999996,0.0404,0.907066667,15,779,14.461356000000002,1.2914056826166775e-05,0
900, Moneytoken,IMT,"975,438",0.000103,"35,090",-6.22,-8.16,-4.03,United Kingdom,Ethereum,2018-05-01 23:59:59,2018-03-22 00:00:00,5.0,Closed,ICO,2018-06-06 23:59:59,2018-05-02 00:00:00,35 days 23:59:59.000000000,40 days 23:59:59.000000000,-0.53855,0.0725,0.879,0.049,2,528,0.054383999999999995,4.8548699638048935e-08,0
911, Global Awards...,GAT,"942,123",0.001374,"3,611",-0.13,-0.01,-17.04,Hong Kong,Ethereum,2018-01-07 00:00:00,2017-12-17 00:00:00,4.6,Trading,ICO,2018-01-28 00:00:00,2018-01-14 00:00:00,14 days 00:00:00.000000000,21 days 00:00:00.000000000,0.19952,0.0536,0.8482,0.0982,5,657,0.902718,8.06115797777104e-07,0
912, EBCoin,EBC,"930,645",0.000203,"1,525",0.2,13.29,-22.44,Singapore,Ethereum,2018-01-07 00:00:00,2017-12-07 12:00:00,4.8,Closed,ICO,2018-02-13 05:00:00,2018-02-01 12:00:00,11 days 17:00:00.000000000,30 days 12:00:00.000000000,0.5011,0.076,0.07,0.8540000000000001,1,641,0.130123,1.161840584070643e-07,0
917, UNIVERSAL CASH,UCASH,"907,947",0.000088,134,-0.16,-27.09,43.87,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.604124,0.037689999999999994,0.88041,0.0819,100,779,0.068552,6.120080440625831e-08,0
918, Dignity,DIG,"906,942",0.001734,"18,777",-0.2,6.66,-10.59,Bahamas,Scrypt,2018-03-03 05:00:00,2018-02-24 05:00:00,3.5,Closed,ICO,2018-05-29 05:00:00,2018-03-03 05:00:00,87 days 00:00:00.000000000,7 days 00:00:00.000000000,0.49236875,0.10546875,0.05725,0.83734375,32,536,0.929424,8.299644080213023e-07,0
919, Hiveterminal ...,HVN,"897,354",0.002187,442,-0.17,-10.85,-9.35,Slovenia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-08-15 00:00:00,2017-07-03 23:00:00,42 days 01:00:00.000000000,0 days 00:00:00.000000000,0.11904166699999999,0.072166667,0.852833333,0.07475,12,823,1.7999010000000002,1.6073053313920386e-06,0
925, ADAMANT Messe...,ADM,"875,212",0.010564,43,-0.1,-2.48,15.3,Ireland,Own Blockchain,2018-01-25 00:00:00,2017-12-14 00:00:00,4.3,Closed,ICO,2018-06-30 23:59:59,2018-01-30 00:00:00,151 days 23:59:59.000000000,42 days 00:00:00.000000000,0.513558065,0.059532258,0.83966129,0.100725806,62,504,5.324256,4.75457443785467e-06,0
926, Blockchain Ce...,BCDT,"874,796",0.026028,0,0.0,-1.06,8.65,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-01-18 12:00:00,2017-12-21 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.283373333,0.047833333,0.034166667000000005,0.9180666670000001,30,667,17.360676,1.5503166114461864e-05,0
934, BridgeCoin,BCO,"849,272",0.031455,808,-0.38,2.64,-25.69,Laos,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Closed,ICO,2017-12-30 00:00:00,2017-11-29 12:00:00,30 days 12:00:00.000000000,0 days 00:00:00.000000000,0.49076666700000005,0.022666667,0.010333333,0.9670000000000001,3,686,21.578129999999998,1.9269376579107803e-05,0
947, DecentBet,DBET,"792,967",0.004204,"2,778",-0.21,17.37,3.46,Panama,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-10-21 12:00:00,2017-09-23 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9261,0.134333333,0.024666667000000003,0.840666667,3,756,3.178224,2.8381556278652635e-06,0
949, CanYaCoin,CAN,"791,272",0.008580,"1,821",-0.1,-10.62,0.28,Australia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2017-12-26 10:29:59,2017-11-26 10:29:59,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.52186,0.03694,0.86846,0.09452,100,690,5.9202,5.286755827181729e-06,0
962, Conceal,CCX,"767,418",0.149327,"125,901",0.71,-0.31,4.17,United Kingdom,Ethereum,2018-04-16 00:00:00,2018-04-09 00:00:00,4.4,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,7 days 00:00:00.000000000,0.34203055600000004,0.06869444400000001,0.058944444000000006,0.872027778,36,779,116.325733,0.00010387952619039444,0
965, Typerium,TYPE,"760,903",0.000471,135,-0.11,66.17,9.01,United Kingdom,Ethereum,2018-06-26 00:00:00,2018-05-21 18:00:00,5.0,Closed,ICO,2018-07-23 23:59:00,2018-06-26 18:00:00,27 days 05:59:00.000000000,35 days 06:00:00.000000000,0.6205510000000001,0.04668,0.8548399999999999,0.09848,100,481,0.226551,2.0229481211887219e-07,0
969, Blockport,BPT,"751,371",0.014070,"9,035",1.69,-13.19,23.54,Netherlands,Ethereum,2018-01-17 14:00:00,2018-01-03 14:00:00,2.6,Trading,STO,2018-02-28 14:00:00,2018-02-01 14:00:00,27 days 00:00:00.000000000,14 days 00:00:00.000000000,0.0857,0.013000000000000001,0.013999999999999999,0.973,1,626,8.80782,7.865416948778055e-06,0
970, SophiaTX,SPHTX,"750,202",0.002267,"25,430",0.2,-1.29,-22.84,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-12-17 14:00:00,2017-12-07 14:00:00,10 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0696,0.024333333,0.9359999999999999,0.039333333,3,699,1.584633,1.4150697802032401e-06,0
972, FintruX Network,FTX,"741,915",0.007810,"2,354",0.95,-2.72,-18.1,Singapore,Ethereum,2017-12-21 19:00:00,2017-12-07 19:00:00,4.6,Trading,ICO,2018-02-21 19:00:00,2018-02-07 19:00:00,14 days 00:00:00.000000000,14 days 00:00:00.000000000,0.626581,0.09287999999999999,0.037469999999999996,0.8696799999999999,100,633,4.94373,4.414762550571522e-06,0
978, Stox,STX,"724,281",0.013566,"2,184",-0.14,3.42,-3.76,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-08-04 01:00:00,2017-08-02 17:00:00,1 days 08:00:00.000000000,0 days 00:00:00.000000000,0.68674,0.0162,0.9342,0.0496,5,834,11.314044,1.0103489268131584e-05,0
982, Cloudbric,CLB,"721,728",0.001601,"27,588",-4.22,-8.9,-3.9,Singapore,Ethereum,2018-09-22 07:00:00,2018-08-23 07:00:00,5.0,Closed,ICO,2018-10-13 07:00:00,2018-10-04 07:00:00,9 days 00:00:00.000000000,30 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,399,0.638799,5.704346262411745e-07,0
983, DomRaider,DRT,"721,442",0.001220,"1,461",-0.2,-17.62,59.13,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-10-11 08:00:00,2017-09-12 08:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5719,0.0,0.985,0.015,1,766,0.9345199999999999,8.345151650723182e-07,0
994, Aventus,AVT,"685,148",0.114191,"12,854",-3.03,-5.84,-8.1,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-09-06 15:07:00,2017-09-06 15:00:00,0 days 00:07:00.000000000,0 days 00:00:00.000000000,0.65645,0.0075,0.91725,0.07475,4,801,91.466991,8.168052787095013e-05,0
1001, Atlantis Blue...,ABDT,"663,627",0.003650,0,-1.0,3.54,-3.31,Hong Kong,Stellar,2018-04-25 00:00:00,2018-04-01 00:00:00,4.6,Closed,ICO,2018-06-20 00:00:00,2018-05-11 00:00:00,40 days 00:00:00.000000000,24 days 00:00:00.000000000,0.465742308,0.08875641,0.055346154,0.855961538,78,514,1.8761,1.6753514727833986e-06,0
1003, Iconiq Lab Token,ICNQ,"653,856",0.169472,0,0.0,0.0,-13.32,Germany,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-05-30 23:00:00,2018-04-15 14:00:00,45 days 09:00:00.000000000,0 days 00:00:00.000000000,0.6175321429999999,0.084464286,0.034285714,0.88125,28,535,90.66752,8.096659571036677e-05,0
1007, Cardstack,CARD,"647,855",0.000274,"34,789",0.09,-2.66,-20.73,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-06-01 11:00:00,2018-05-31 11:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000,0.787571,0.11431,0.03112,0.8546,100,533,0.146042,1.3039981615728488e-07,0
1011, GoldCoin,GLC,"653,418",0.015684,257,-15.01,-36.47,-45.73,Russia,Ethereum,2018-03-01 00:00:00,2018-02-01 00:00:00,3.7,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,28 days 00:00:00.000000000,0.151975,0.00775,0.0035,0.98875,4,779,12.217836,1.0910580676422767e-05,0
1012, SPINDLE,SPD,"630,926",0.000197,"10,489",-0.16,0.82,-8.22,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,ICO,2018-05-15 23:59:00,2018-05-09 00:00:00,6 days 23:59:00.000000000,0 days 00:00:00.000000000,-0.3235,0.08833333300000001,0.845,0.067,3,550,0.10835,9.674064528466011e-08,0
1013, HOLD,HOLD,"628,051",0.000891,362,-0.13,-1.22,4.7,,Ethereum,2018-05-07 00:00:00,2018-05-04 00:00:00,0.0,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,3 days 00:00:00.000000000,0.622341,0.10003,0.05103,0.84893,100,779,0.6940890000000001,6.198089114355772e-07,0
1015, Auroracoin,AUR,"626,120",0.034634,5,-0.25,31.15,1.6,Luxembourg,Ethereum,2017-12-20 00:00:00,2017-12-19 00:00:00,2.6,Closed,ICO,2017-12-26 00:00:00,2017-12-20 00:00:00,6 days 00:00:00.000000000,1 days 00:00:00.000000000,0.962633333,0.1,0.057333333,0.843,3,690,23.89746,2.134055149102558e-05,0
1017, FLIP,FLP,"616,052",0.011010,"1,119",-0.52,-7.09,-4.15,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-01-04 19:00:00,2017-12-04 22:00:00,30 days 21:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,681,7.497810000000001,6.6955705507400866e-06,0
1020, Thrive Token,THRT,"609,515",0.005904,"25,885",-0.2,-4.14,-10.76,Malta,Ethereum,2018-03-05 00:00:00,2018-02-15 12:00:00,4.6,Closed,ICO,2018-04-05 00:00:00,2018-03-05 00:00:00,31 days 00:00:00.000000000,17 days 12:00:00.000000000,0.710751,0.03923,0.8497399999999999,0.111,100,590,3.4833600000000002,3.110643815368958e-06,0
1023, Amon,AMN,"593,501",0.001046,371,-0.32,7.62,-25.66,Estonia,Ethereum,2018-03-02 00:00:00,2018-03-01 09:00:00,4.8,Trading,ICO,2018-04-04 00:00:00,2018-03-04 09:00:00,30 days 15:00:00.000000000,0 days 15:00:00.000000000,-0.1793875,0.072375,0.85025,0.077125,8,591,0.618186,5.520270997316389e-07,0
1030, Vetri,VLD,"578,000",0.002132,251,1.18,2.97,4.32,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-03-17 00:00:00,2018-02-24 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.318328,0.05482000000000001,0.86141,0.08384,100,609,1.298388,1.1594513633923924e-06,0
1032, Paragon,PRG,"576,445",0.025889,1,0.0,0.0,-2.1,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-10-15 00:00:00,2017-09-15 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.39992300000000003,0.03092,0.8947299999999999,0.07435,100,762,19.727418,1.761668021266354e-05,0
1037, Faceter,FACE,"563,408",0.001197,"4,049",1.46,-5.64,12.11,South Africa,Ethereum,2018-02-05 23:59:00,2018-02-05 07:00:00,5.0,Closed,ICO,2018-03-30 07:00:00,2018-02-15 07:00:00,43 days 00:00:00.000000000,0 days 16:59:00.000000000,0.548763,0.10547999999999999,0.054810000000000005,0.8396600000000001,100,596,0.7134119999999999,6.370644605911467e-07,0
1038, CoinUs,CNUS,"560,598",0.001649,"9,464",-0.23,-78.56,-4.73,South Korea,Ethereum,2018-05-14 08:00:00,2018-05-01 08:00:00,4.3,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,13 days 00:00:00.000000000,-0.5472,0.006999999999999999,0.022571429,0.970142857,7,779,1.2845710000000001,1.147112703625146e-06,0
1039, Bittwatt,BWT,"558,260",0.001818,314,-37.25,-69.5,-3.91,Malta,Ethereum,2019-04-15 00:00:00,2019-01-15 00:00:00,4.6,Closed,ICO,2019-06-22 00:00:00,2019-04-18 00:00:00,65 days 00:00:00.000000000,90 days 00:00:00.000000000,0.2263,0.006,0.0,0.9940000000000001,1,147,0.267246,2.3863567911084566e-07,0
1042, Hacken,HKN,"547,105",0.099681,341,-0.17,-3.3,-5.97,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-11-30 12:00:00,2017-10-31 12:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.484466667,0.0555,0.029666667,0.914666667,6,716,71.371596,6.373522557715067e-05,0
1046, Bounty0x,BNTY,"535,186",0.002300,"4,828",1.62,10.9,-1.65,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.995125,0.1765,0.006,0.81725,4,779,1.7917,1.5999817916401975e-06,0
1053, CryptoPing,PING,"531,506",0.059059,33,-0.2,-1.67,-22.1,,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Trading,ICO,2017-06-25 03:20:02,2017-05-25 03:20:02,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.156617647,0.05309803900000001,0.866313725,0.080686275,51,874,51.617566000000004,4.609476417438733e-05,0
1059, TraDove B2BCoin,BBC,"522,417",0.001045,"22,348",-0.18,-0.98,-5.67,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.074533333,0.015,0.013333333000000001,0.971833333,6,779,0.814055,7.269392333316109e-07,0
1060, Pesetacoin,PTC,"521,951",0.003732,13,-0.25,-0.85,62.0,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2017-12-20 00:00:00,2017-11-20 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.990675,0.03225,0.823,0.144833333,12,696,2.5974720000000002,2.319540781143981e-06,0
1061, Vision Indust...,VIT,"521,981",0.000176,0,0.0,0.0,-4.78,Russia,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Closed,ICO,2017-10-31 18:00:00,2017-10-24 18:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9825,0.019,0.879,0.102,1,746,0.131296,1.1723155409404269e-07,0
1067, CoinFi,COFI,"518,583",0.002610,"9,602",-0.71,-2.58,-0.88,Hong Kong,Ethereum,2018-02-04 00:00:00,2018-01-15 00:00:00,4.6,Trading,ICO,2018-02-11 00:00:00,2018-02-05 00:00:00,6 days 00:00:00.000000000,20 days 00:00:00.000000000,-0.1531,0.066,0.08800000000000001,0.846,1,643,1.6782299999999999,1.498652434776228e-06,0
1069, BitDegree,BDG,"513,409",0.001371,232,-0.14,0.02,43.92,Lithuania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2017-12-31 00:00:00,2017-12-01 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,685,0.939135,8.386363863812742e-07,0
1083, Mallcoin,MLC,"493,343",0.002801,0,0.0,0.0,-54.82,Russia,Ethereum,2018-03-08 12:00:00,2018-02-22 12:00:00,4.1,Closed,ICO,2018-07-20 12:00:00,2018-03-22 12:00:00,120 days 00:00:00.000000000,14 days 00:00:00.000000000,-0.7365,0.066,0.9085,0.0255,2,484,1.3556840000000001,1.2106170180224972e-06,0
1085, Birake,BIR,"491,880",0.006567,"21,618",1.18,3.12,-10.99,Estonia,Ethereum,2018-12-31 00:00:00,2018-11-05 00:00:00,4.1,Closed,ICO,2019-03-31 00:00:00,2019-01-01 00:00:00,89 days 00:00:00.000000000,56 days 00:00:00.000000000,0.3775,0.0625,0.00475,0.9329999999999999,4,230,1.51041,1.34878821807656e-06,0
1093, Electrify.Asia,ELEC,"478,954",0.000904,12,-0.15,2.97,-0.15,Singapore,Ethereum,2018-02-15 23:59:59,2018-01-15 00:00:00,4.3,Trading,ICO,2018-03-01 23:59:59,2018-02-23 00:00:00,6 days 23:59:59.000000000,31 days 23:59:59.000000000,0.0,0.0,0.0,0.0,0,625,0.565,5.045316985316117e-07,0
1095, IXT,IXT,"477,833",0.013355,34,0.08,3.43,8.4,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Trading,ICO,2017-07-13 00:00:00,2017-07-11 00:00:00,2 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0772,0.011000000000000001,0.977,0.012,1,856,11.431880000000001,1.0208717487885022e-05,0
1096, Rivetz,RVT,"476,377",0.018152,32,-0.21,22.16,41.5,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-09-10 20:00:00,2017-08-10 21:00:00,30 days 23:00:00.000000000,0 days 00:00:00.000000000,0.594475,0.03,0.86975,0.10025,4,797,14.467144000000003,1.2919225543162712e-05,0
1097, ParallelCoin,DUO,"475,438",1.51,"6,018",-0.74,-7.19,-37.11,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.247741,0.07163,0.03948,0.88894,100,779,1176.2900000000002,0.001050433659211446,0
1098, Ferrum Network,FRM,"475,100",0.004938,"280,991",-1.24,-9.48,-10.8,Denmark,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-09-19 00:00:00,2018-08-14 00:00:00,36 days 00:00:00.000000000,0 days 00:00:00.000000000,0.626581,0.09287999999999999,0.037469999999999996,0.8696799999999999,100,423,2.088774,1.8652705671844544e-06,0
1099, Patientory,PTOY,"473,574",0.006765,875,-0.21,-4.88,-7.48,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,ICO,2017-06-03 12:00:00,2017-05-31 12:00:00,3 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,896,6.06144,5.4128839523554935e-06,0
1101, ATMChain,ATM,"469,786",0.000101,0,0.0,0.0,0.0,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.1,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5335489999999999,0.09685,0.05151,0.8517100000000001,100,779,0.07867900000000001,7.024427313774169e-08,0
1110, Essentia,ESS,"454,001",0.000521,"54,414",-0.86,5.27,19.88,Switzerland,Ethereum,2018-05-31 00:00:00,2018-03-15 00:00:00,4.6,Closed,ICO,2018-06-29 15:00:00,2018-06-25 15:00:00,4 days 00:00:00.000000000,77 days 00:00:00.000000000,0.8289625,0.023,0.903625,0.073375,8,505,0.263105,2.349377425040448e-07,0
1115, Flixxo,FLIXX,"444,335",0.005269,"1,342",0.58,6.55,2.53,Argentina,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-11-23 14:00:00,2017-10-24 14:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7531,0.026000000000000002,0.015,0.9590000000000001,1,723,3.809487,3.40187708553707e-06,0
1124, Vezt,VZT,"433,227",0.012313,0,0.0,0.0,0.0,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-12-01 04:00:00,2017-11-03 04:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.387852,0.054889999999999994,0.8475,0.09752999999999999,100,715,8.803795,7.861822600832542e-06,0
1126, DCORP Utility,DRPU,"432,105",0.122396,0,0.0,0.0,-3.11,,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-06-29 15:00:00,2017-06-01 15:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.869152,0.12009,0.031160000000000004,0.8487600000000001,100,870,106.48452,9.509126687911098e-05,0
1130, Hero,HERO,"415,846",0.034346,"29,006",-0.11,-6.77,-11.3,Austria,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-10-14 14:00:00,2017-09-14 14:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.567548276,0.09751724099999999,0.042793103,0.8598620690000001,29,763,26.205998,2.3402089085420875e-05,0
1131, Gems,GEM,"415,081",0.000360,"3,692",-3.92,-3.18,-2.05,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.527621739,0.118608696,0.05973913,0.821608696,23,779,0.28044,2.504179963265257e-07,0
1144, MinexCoin,MNX,"394,735",0.066089,"69,648",0.25,-2.15,-3.24,,Bitcoin,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-06-13 00:00:00,2017-05-15 00:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0,886,58.554854,5.228980190612376e-05,0
1154, TV-TWO,TTV,"382,541",0.000859,0,0.0,0.0,-2.11,Germany,Ethereum,2018-02-24 13:00:00,2018-01-24 13:00:00,5.0,Closed,ICO,2018-07-24 13:00:00,2018-05-24 13:00:00,61 days 00:00:00.000000000,31 days 00:00:00.000000000,0.42315714299999996,0.062595238,0.827571429,0.109809524,42,480,0.41231999999999996,3.6818758814128097e-07,0
1156, Birdchain,BIRD,"377,175",0.002510,"33,348",1.28,-2.99,-21.69,Estonia,Ethereum,2018-01-23 00:00:00,2018-01-18 00:00:00,5.0,Closed,ICO,2018-05-31 13:00:00,2018-03-01 00:00:00,91 days 13:00:00.000000000,5 days 00:00:00.000000000,0.12525,0.060735294,0.842911765,0.096352941,34,534,1.34034,1.196914738550207e-06,0
