rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts,Longevity,success_PCA
35.0, 0x,ZRX,210898190,0.731445,195643,0.29,-1.2,-4.96,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.6,Trading,ICO,2017-08-16 17:00:00,2017-08-15 00:00:00,31,0,-0.11523333300000001,0.022333332999999997,0.029333333,0.948333333,3.0,364.0,0
359.0, Perlin,PERL,7547077,0.019287000000000002,23506334,0.79,1.16,-8.86,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Upcoming,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,49,0,0.8171666670000001,0.053166667,0.8305,0.11599999999999999,6.0,367.0,0
823.0, Medicalchain,MTN,1279470,0.000174,52,-0.2,-34.19,-6.05,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2018-02-01 00:00:00,2018-02-01 00:00:00,86,0,0.746697183,0.025394366,0.892535211,0.08204225400000001,71.0,381.0,0
1310.0, GoPower,GPT,204249,0.000128,0,0.0,-0.06,5.58,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Closed,ICO,2018-04-30 23:59:00,2018-02-27 00:00:00,60,0,-0.35684,0.0166,0.9758,0.0072,5.0,381.0,0
603.0, Swarm,SWM,2752050,0.002171,5,-0.21,-5.07,2.12,Liechtenstein,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Closed,ICO,2017-10-27 12:00:00,2017-10-21 12:00:00,13,0,0.435584211,0.069210526,0.032684211,0.898157895,19.0,381.0,0
447.0, Genesis Vision,GVT,5270656,0.0016469999999999998,141224,-1.08,-5.29,-5.34,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,ICO,2017-11-15 12:00:00,2017-10-15 12:00:00,365,0,0.343957,0.03457,0.01329,0.95214,100.0,388.0,0
738.0, Lendingblock,LND,1767014,0.012879,232964,0.12,-13.15,-38.12,United Kingdom,Ethereum,2018-04-14 15:00:00,2018-04-07 15:00:00,4.4,Trading,ICO,2018-04-18 11:00:00,2018-04-15 15:00:00,33,7,0.8239799999999999,0.1127,0.03258,0.8547299999999999,100.0,390.0,0
615.0, Change,CAG,2655421,0.005933,107409,-1.69,-3.16,9.89,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-10-16 03:00:00,2017-09-16 15:00:00,2,0,0.72621875,0.1265625,0.025,0.8484375,16.0,393.0,0
1500.0, Bonpay,BON,90375,0.007295,69,-0.2,-2.45,0.24,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2017-11-28 14:00:00,2017-10-31 14:00:00,7,0,0.678585714,0.09157142900000001,0.035714286,0.8727142859999999,7.0,394.0,0
1478.0, Etheera,ETA,101497,0.000177,0,0.0,0.0,-4.57,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-06-03 10:00:00,2018-02-10 10:00:00,153,0,0.133266667,0.07933333299999999,0.06333333299999999,0.857666667,3.0,397.0,0
1865.0, BowsCoin,BSC,10833,0.000334,21294,0.29,3.43,3.24,United Kingdom,Ethereum,2018-12-13 00:00:00,2018-11-30 00:00:00,4.8,Closed,ICO,2019-03-12 00:00:00,2019-02-27 00:00:00,30,13,0.541983,0.09712,0.04135,0.8615,100.0,398.0,0
982.0, DomRaider,DRT,721728,0.0016010000000000002,27588,-4.22,-8.9,-3.9,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2017-10-11 08:00:00,2017-09-12 08:00:00,9,0,0.0,0.0,0.0,0.0,0.0,399.0,0
1586.0, Emphy,EPY,63311,0.215862,24702,-0.12,-3.77,-23.66,Estonia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-11-05 12:00:00,2017-10-07 12:00:00,30,0,-0.4939,0.008,0.016,0.975,1.0,402.0,0
2014.0, Whole Network,NODE,259,6.9e-07,10917,-0.03,5.83,-26.09,Latvia,Ethereum,2018-02-14 23:59:00,2017-12-07 10:00:00,5.0,Closed,ICO,2018-04-16 10:00:00,2018-02-15 00:00:00,183,69,-0.2263,0.016,0.972,0.012,1.0,411.0,0
807.0, Coinsuper Eco...,CEN,1348751,0.007361,199631,-0.99,10.44,-3.85,Azerbaijan,Ethereum,2018-07-10 00:00:00,2018-05-10 00:00:00,4.8,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,55,61,0.549458,0.08134,0.03545,0.8832200000000001,100.0,412.0,0
803.0, ELA Coin,ELAC,1371040,0.00044100000000000004,1554634,-0.47,-3.29,-3.74,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-09-30 00:00:00,2018-08-06 00:00:00,132,0,-0.0772,0.006999999999999999,0.988,0.006,1.0,412.0,0
329.0, Blox,CDT,8830955,0.033042,124261,1.22,1.11,4.21,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2017-08-17 18:00:00,2017-07-17 18:00:00,29,0,-0.7964,0.005,0.027000000000000003,0.968,1.0,412.0,0
414.0, Eligma Token,ELI,5885589,0.005886,1127596,-1.04,4.62,3.24,Slovenia,Ethereum,2018-04-10 11:00:00,2018-03-20 12:00:00,4.6,Closed,ICO,2018-05-08 11:00:00,2018-04-17 11:00:00,103,20,0.37655,0.01,0.97775,0.0125,4.0,412.0,0
1363.0, Atonomi,ATMI,168509,0.005738,3887,22.44,1.1,5.91,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,46,0,0.800425,0.03772,0.84951,0.11275,100.0,412.0,0
1098.0, Patientory,PTOY,475100,0.0049380000000000005,280991,-1.24,-9.48,-10.8,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-06-03 12:00:00,2017-05-31 12:00:00,36,0,0.626581,0.09287999999999999,0.037469999999999996,0.8696799999999999,100.0,423.0,0
510.0, SIRIN LABS Token,SRN,4022053,0.009748,1469679,1.94,7.6,8.65,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-12-25 12:00:00,2017-12-12 12:00:00,4,0,0.4349875,0.115375,0.0579375,0.82675,16.0,427.0,0
838.0, CEEK VR,CEEK,1194940,0.0033689999999999996,397180,4.73,5.32,5.16,Virgin Islands (British),Ethereum,2018-04-15 00:00:00,2018-03-26 00:00:00,4.1,Trading,ICO,2018-05-28 00:00:00,2018-04-19 00:00:00,6,20,0.17251,0.0659,0.0423,0.8917,10.0,427.0,0
1291.0, Aditus,ADI,221030,0.9276540000000001,809,-0.2,-1.29,-1.5,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2017-12-20 00:00:00,2017-11-30 00:00:00,123,0,0.514329,0.07951,0.030760000000000006,0.8897799999999999,100.0,427.0,0
1600.0, Spectiv,SIG,59205,0.0036479999999999998,3,-0.2,-1.29,-9.99,United States of America,Ethereum,2017-12-21 00:00:00,2017-12-08 00:00:00,5.0,Trading,ICO,2017-12-28 00:00:00,2017-12-21 00:00:00,66,13,0.5183439999999999,0.08056,0.030080000000000006,0.88939,100.0,427.0,0
1623.0, CYCLEAN,CCL,52559,0.002309,1961,-0.52,18.16,-15.42,Singapore,Ethereum,2018-06-18 00:00:00,2018-06-01 00:00:00,4.3,Closed,ICO,2018-08-21 00:00:00,2018-06-27 00:00:00,7,17,0.5236569999999999,0.10984000000000001,0.053520000000000005,0.83668,100.0,435.0,0
284.0, Wagerr,WGR,11755186,0.003972,1929173,0.38,-4.76,-7.75,,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-06-25 12:00:00,2017-06-01 12:00:00,9,0,-0.0689,0.016,0.016,0.968,3.0,438.0,0
410.0, NaPoleonX,NPX,5910496,0.09875199999999999,1283,-0.13,0.82,9.42,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.7,Closed,ICO,2018-01-04 12:00:00,2017-12-04 12:00:00,0,0,0.250957333,0.0496,0.8756799999999999,0.074693333,75.0,440.0,0
2348.0, GOLD Reward T...,GRX,0,0.000212,0,0.0,0.0,0.0,United Kingdom,Stellar,2019-06-30 23:59:00,2019-04-01 00:00:00,4.6,Closed,IEO,2019-10-27 00:00:00,2019-07-01 00:00:00,184,90,0.0,0.0,0.0,0.0,0.0,441.0,0
2296.0, EmberCoin,EMB,0,0.000695,3,-20.16,-21.03,-31.67,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Closed,ICO,2018-04-15 02:00:00,2018-04-13 02:00:00,122,0,0.9884,0.141,0.039,0.821,1.0,441.0,0
869.0, Datum,DAT,1084768,0.000781,4164,1.4,-0.24,-4.07,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-11-29 13:00:00,2017-10-29 13:00:00,41,0,0.1451625,0.050125,0.8773125,0.07265625,32.0,442.0,0
773.0, Kryll,KRL,1539608,0.0029760000000000003,15063,-4.74,-28.84,126.26,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2018-04-20 12:00:00,2018-02-07 11:00:00,30,0,0.6044,0.0185,0.0,0.9815,2.0,442.0,0
2362.0, Crypto Harbor...,CHE,0,0.000572,0,0.0,0.0,0.0,United States of America,NEM,2018-07-25 00:00:00,2018-06-11 00:00:00,3.3,Closed,ICO,2018-08-31 00:00:00,2018-07-25 00:00:00,77,44,-0.058116667000000004,0.013888889,0.016444444,0.969611111,18.0,442.0,0
2153.0, M2O,M2O,0,0.003841,44156,0.08,-3.41,5.47,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-11-23 07:00:00,2018-10-29 07:00:00,109,0,0.560037,0.08676,0.036469999999999995,0.87675,100.0,442.0,0
2211.0, DeepCloud AI,DEEP,0,0.01066,7749,-0.08,-18.83,-28.73,Hong Kong,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,25,0,0.504947,0.08211,0.031089999999999996,0.88684,100.0,442.0,0
1527.0, Bee Token,BEE,81764,0.000113,78,0.58,-1.49,-17.07,United States of America,Ethereum,2018-01-19 00:00:00,2018-01-02 00:00:00,4.3,Trading,ICO,2018-02-19 12:00:00,2018-01-31 12:00:00,77,17,0.5242100000000001,0.08438,0.03098,0.88466,100.0,442.0,0
2041.0, CENTERCOIN,CENT,0,0.017405,5544789,-8.97,24.99,-47.44,United Kingdom,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2019-04-10 00:00:00,2019-01-10 00:00:00,46,0,0.563773,0.09667,0.04141,0.8618899999999999,100.0,443.0,0
58.0, DxChain Token,DX,92978461,0.49856300000000003,3991166,-0.38,0.87,-3.72,United States of America,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,ICO,2018-08-06 19:00:00,2018-08-03 19:00:00,100,0,0.340512821,0.060666667,0.030717948999999998,0.908666667,39.0,446.0,0
1171.0, PHI Token,PHI,347869,0.001016,0,0.0,0.0,-31.37,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,147,0,0.33166799999999996,0.039389999999999994,0.87735,0.08325,100.0,446.0,0
1627.0, Decimated,DIO,51597,7.6e-05,0,0.0,0.0,-11.81,Malta,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Ongoing,ICO,2017-09-28 03:00:00,2018-02-01 00:00:00,55,0,-0.3336,0.051666667,0.068333333,0.88,3.0,452.0,0
262.0, IoT Chain,ITC,14432947,0.000983,485357,0.16,-12.42,-24.65,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-02-22 00:00:00,2017-11-24 00:00:00,27,0,0.52823,0.09203,0.03798,0.8699600000000001,100.0,454.0,0
534.0, Aeron,ARN,3671063,0.280326,61,-0.08,0.05,2.6,Belize,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,ICO,2017-10-31 06:00:00,2017-09-19 03:00:00,16,0,0.525727,0.08254,0.03355,0.8839600000000001,100.0,458.0,0
2338.0, Gamblica,GMBC,0,0.00037999999999999997,0,0.0,0.0,0.0,,Ethereum,2018-02-28 00:00:00,2018-02-08 00:00:00,4.6,Closed,ICO,2018-09-01 00:00:00,2018-03-01 00:00:00,62,20,0.7366560000000001,0.04556,0.8407100000000001,0.11364,100.0,458.0,0
2190.0, Celsius,CEL,0,2.26,15549,-0.12,1.22,48.67,United States of America,Ethereum,2018-03-15 00:00:00,2018-03-01 00:00:00,3.9,Trading,ICO,2018-03-23 00:00:00,2018-03-15 00:00:00,21,14,0.343957,0.03457,0.01329,0.95214,100.0,467.0,0
59.0, BitTorrent,BTT,92383225,0.001848,3917206,-0.63,-1.32,60.68,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2017-11-15 00:00:00,2017-10-15 00:00:00,3,0,0.515566,0.08071,0.03436,0.8849799999999999,100.0,467.0,0
714.0, MARK.SPACE,MRK,1916748,0.0050869999999999995,223693,-0.92,-4.25,-4.56,Singapore,Ethereum,2017-12-28 00:00:00,2017-11-01 00:00:00,5.0,Trading,ICO,2018-02-28 12:00:00,2018-01-23 12:00:00,91,57,0.501907,0.07946,0.034260000000000006,0.88633,100.0,473.0,0
427.0, DMarket,DMT,5694430,2.3,615603,-0.47,-6.86,-10.15,Mexico,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2018-05-12 00:00:00,2018-03-17 00:00:00,91,0,0.7862,0.0,0.997,0.003,1.0,473.0,0
1494.0, HyperQuant,HQT,94259,0.000242,0,0.0,0.0,0.0,Estonia,Ethereum,2018-08-08 23:59:00,2018-07-30 00:00:00,4.8,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,15,9,0.0,0.0,0.0,0.0,0.0,473.0,0
1619.0, BEAT,BEAT,53670,0.00024300000000000002,40,-0.45,143.88,144.5,Germany,Ethereum,2018-02-20 00:00:00,2018-01-23 00:00:00,4.4,Closed,ICO,2018-07-15 00:00:00,2018-02-20 00:00:00,59,28,0.537909,0.09639,0.04199,0.86159,100.0,473.0,0
291.0, PlayChip,PLA,11349577,0.025254,55374379,0.29,-4.91,-19.05,Australia,Ethereum,2018-10-31 00:00:00,2018-06-01 00:00:00,4.4,Closed,ICO,2018-11-28 00:00:00,2018-11-21 00:00:00,30,152,-0.198733333,0.039666667,0.042666667,0.917666667,3.0,473.0,0
814.0, Grid+,GRID,1317953,0.00043799999999999997,9898,-0.2,2.99,-5.21,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Trading,ICO,2017-11-13 12:00:00,2017-10-30 12:00:00,30,0,0.585208772,0.054035087999999995,0.845403509,0.100508772,57.0,474.0,0
1154.0, Birdchain,BIRD,382541,0.000859,0,0.0,0.0,-2.11,Estonia,Ethereum,2018-01-23 00:00:00,2018-01-18 00:00:00,5.0,Closed,ICO,2018-05-31 13:00:00,2018-03-01 00:00:00,61,5,0.42315714299999996,0.062595238,0.827571429,0.109809524,42.0,480.0,0
965.0, Blockport,BPT,760903,0.000471,135,-0.11,66.17,9.01,Netherlands,Ethereum,2018-01-17 14:00:00,2018-01-03 14:00:00,5.0,Trading,STO,2018-02-28 14:00:00,2018-02-01 14:00:00,27,14,0.6205510000000001,0.04668,0.8548399999999999,0.09848,100.0,481.0,0
1083.0, Birake,BIR,493343,0.002801,0,0.0,0.0,-54.82,Estonia,Ethereum,2018-12-31 00:00:00,2018-11-05 00:00:00,4.1,Closed,ICO,2019-03-31 00:00:00,2019-01-01 00:00:00,120,56,-0.7365,0.066,0.9085,0.0255,2.0,484.0,0
2066.0, CoinHe Token,CHT,0,0.004044,1466981,-1.92,-13.39,-21.77,Poland,Ethereum,2017-12-27 00:00:00,2017-12-20 00:00:00,4.3,Closed,ICO,2018-05-31 00:00:00,2017-12-27 00:00:00,30,7,0.715383,0.03412,0.8649899999999999,0.10086,100.0,487.0,0
1884.0, Authorship,ATS,9142,0.000521,16,-0.2,-1.28,-7.32,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2017-08-29 23:59:59,2017-08-15 00:00:00,30,0,0.475544444,0.090018519,0.040685185,0.869203704,54.0,487.0,0
1904.0, Aigang,AIX,7909,0.000554,8,-0.13,-1.23,70.11,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,ICO,2017-12-15 12:00:00,2017-11-15 12:00:00,30,0,0.347961111,0.081444444,0.041055556,0.877777778,18.0,488.0,0
1622.0, Bitcoin Zero,BZX,52706,0.000425,0,0.0,0.0,0.0,United States of America,Ethereum,2018-08-14 00:00:00,2018-05-01 00:00:00,4.8,Closed,ICO,2018-09-07 00:00:00,2018-08-31 00:00:00,145,105,0.61388,0.05682,0.8328899999999999,0.11027,100.0,489.0,0
1398.0, Matchpool,GUP,143826,0.0009570000000000001,23631,-0.13,-1.81,-16.81,Israel,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-04-04 00:00:00,2017-04-02 00:00:00,47,0,0.6516890000000001,0.0404,0.86156,0.09805,100.0,490.0,0
1607.0, Datarius Credit,DTRC,57210,0.000133,40928,-1.07,-2.04,-3.88,Costa Rica,Ethereum,2017-12-31 12:12:00,2017-12-12 12:12:00,3.7,Trading,ICO,2018-04-05 00:00:00,2018-03-05 00:00:00,30,19,0.63237,0.10515999999999999,0.04333,0.8514799999999999,100.0,493.0,0
1251.0, CYBR Token,CYBR,262940,0.00165,14326,-1.93,-6.17,-9.8,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Closed,ICO,2018-11-30 00:00:00,2018-10-15 00:00:00,7,0,0.318343,0.06106,0.03199,0.90699,100.0,500.0,0
2130.0, Consentium,CSM,0,3.3e-05,103004,0.92,1.18,-1.16,Singapore,Ethereum,2018-04-20 00:00:00,2018-03-31 00:00:00,4.8,Closed,ICO,2018-04-30 00:00:00,2018-04-20 00:00:00,22,20,0.38025,0.049,0.036000000000000004,0.915,2.0,502.0,0
2192.0, Twinkle,TKT,0,0.000138,13956,-0.32,-1.29,-0.15,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,ICO,2017-11-05 12:00:00,2017-10-05 12:00:00,27,0,0.533132143,0.04467857099999999,0.870821429,0.084535714,28.0,503.0,0
1175.0, Playkey,PKT,346362,0.0006900000000000001,0,0.0,0.0,0.0,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2017-12-01 08:00:00,2017-11-01 08:00:00,12,0,-0.991,0.124,0.8035,0.0725,2.0,504.0,0
2128.0, DACC,DACC,0,0.00028700000000000004,107877,-0.38,-0.82,2.66,China,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-07-02 00:00:00,2018-06-10 00:00:00,51,0,0.563262162,0.10837837800000001,0.052567567999999995,0.8390000000000001,37.0,504.0,0
257.0, Obyte,GBYTE,16448556,0.23494600000000002,7199,-0.19,-4.55,-4.92,,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,28,0,0.723549,0.09997,0.028310000000000002,0.87174,100.0,504.0,0
619.0, BitNewChain,BTN,2624029,0.022652000000000002,12371421,0.71,0.79,-4.35,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2017-09-30 12:00:00,2017-08-01 00:00:00,15,0,0.5831,0.052000000000000005,0.010833333,0.937333333,6.0,504.0,0
925.0, Blockchain Ce...,BCDT,875212,0.010564,43,-0.1,-2.48,15.3,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,ICO,2018-01-18 12:00:00,2017-12-21 12:00:00,151,0,0.513558065,0.059532258,0.83966129,0.100725806,62.0,504.0,0
730.0, Gene Source C...,GENE,1815296,0.023586000000000003,8395,-0.77,-0.88,-2.22,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-03-19 00:00:00,2018-01-15 10:00:00,65,0,0.42006499999999997,0.03505,0.90115,0.0638,20.0,504.0,0
1110.0, Flixxo,FLIXX,454001,0.000521,54414,-0.86,5.27,19.88,Argentina,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-11-23 14:00:00,2017-10-24 14:00:00,4,0,0.8289625,0.023,0.903625,0.073375,8.0,505.0,0
1455.0, Auctus,AUC,114971,0.001174,108535,0.34,16.78,5.48,,,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Unknown,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,8,0,0.4824600000000001,0.059039999999999995,0.02371,0.91722,100.0,509.0,0
722.0, Unibright,UBT,1872228,0.116452,252,-0.13,-8.8,-28.97,Germany,Ethereum,2018-04-08 18:00:00,2018-04-03 13:00:00,3.7,Trading,ICO,2018-05-20 13:00:00,2018-04-20 13:00:00,14,5,0.471397,0.05956,0.82675,0.11367000000000001,100.0,509.0,0
710.0, CPChain,CPC,1945016,0.000796,174648,-0.33,0.22,6.15,United Kingdom,Ethereum,2018-04-30 00:00:00,2018-04-10 00:00:00,4.3,Closed,ICO,2018-07-31 00:00:00,2018-05-01 00:00:00,70,20,0.0,0.0,0.0,0.0,0.0,509.0,0
1425.0, FirstCoin,FRST,124578,0.00018,182317,-0.43,20.64,-17.04,Virgin Islands (British),Ethereum,2018-11-01 00:00:00,2018-09-01 00:00:00,5.0,Closed,ICO,2019-01-08 09:00:00,2018-12-20 09:00:00,14,61,0.562655,0.08367000000000001,0.035930000000000004,0.88039,100.0,509.0,0
2184.0, Esports Token,EST,0,0.00011,16733,-0.37,-0.07,-13.21,Thailand,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,ICO,2017-12-09 07:00:00,2017-11-09 07:00:00,13,0,0.505944,0.08121,0.0352,0.8836299999999999,100.0,510.0,0
1001.0, Iconiq Lab Token,ICNQ,663627,0.00365,0,-1.0,3.54,-3.31,Germany,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2018-05-30 23:00:00,2018-04-15 14:00:00,40,0,0.465742308,0.08875641,0.055346154,0.855961538,78.0,514.0,0
150.0, Enigma,ENG,23526935,0.012972,2707360,0.22,-1.3,-8.97,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,ICO,2017-09-11 13:00:00,2017-09-11 12:00:00,1,0,0.6139272729999999,0.11918181800000001,0.044363636,0.836363636,11.0,518.0,0
1511.0, BitRewards,BIT,86680,0.011951999999999999,42228,-9.83,-32.99,-46.49,Singapore,Ethereum,2018-03-31 00:00:00,2018-01-12 00:00:00,3.9,Closed,ICO,2018-05-31 00:00:00,2018-04-09 00:00:00,31,78,0.9758,0.059000000000000004,0.008,0.932,1.0,519.0,0
1470.0, Rentberry,BERRY,106171,0.000174,34,-0.2,86.08,-6.05,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,ICO,2018-03-01 04:59:00,2017-12-05 00:00:00,34,0,0.0,0.0,0.0,0.0,0.0,521.0,0
8.0, Cardano,ADA,3214893394,3.42,1735988258,0.11,-1.49,-2.55,Switzerland,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,ICO,2017-01-01 00:00:00,2015-09-01 00:00:00,350,0,0.82847,0.0322,0.85855,0.10927,100.0,522.0,1
1246.0, BitScreener T...,BITX,269988,0.000811,268960,-0.12,0.98,30.91,Singapore,Ethereum,2018-06-24 01:00:00,2018-05-29 00:00:00,4.4,Closed,ICO,2018-07-04 01:00:00,2018-06-27 01:00:00,13,26,0.7744,0.040999999999999995,0.011000000000000001,0.948,1.0,524.0,0
1752.0, Advanced Inte...,AIB,26113,0.002868,64003,3.09,4.41,-11.06,Switzerland,Ethereum,2019-05-15 00:00:00,2019-04-01 00:00:00,4.8,Closed,ICO,2019-09-01 00:00:00,2019-06-01 00:00:00,16,44,0.46398900000000004,0.028089999999999997,0.8980299999999999,0.07382999999999999,100.0,526.0,0
900.0, Global Awards...,GAT,975438,0.000103,35090,-6.22,-8.16,-4.03,Hong Kong,Ethereum,2018-01-07 00:00:00,2017-12-17 00:00:00,5.0,Trading,ICO,2018-01-28 00:00:00,2018-01-14 00:00:00,35,21,-0.53855,0.0725,0.879,0.049,2.0,528.0,0
1480.0, MyBit,MYB,100589,1.4000000000000001e-05,28,0.0,6.79,-34.76,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2017-08-15 13:49:05,2017-07-17 23:40:00,113,0,0.66075,0.069,0.8190000000000001,0.11199999999999999,2.0,531.0,0
1695.0, SHPING,SHPING,37697,3.8e-05,11,-0.82,1.15,-4.67,Australia,Ethereum,2018-01-31 00:00:00,2018-01-22 00:00:00,4.6,Closed,ICO,2018-03-23 00:00:00,2018-02-22 00:00:00,39,9,0.620953,0.03162,0.87697,0.09134,100.0,533.0,0
1007.0, GoldCoin,GLC,647855,0.00027400000000000005,34789,0.09,-2.66,-20.73,Russia,Ethereum,2018-03-01 00:00:00,2018-02-01 00:00:00,4.4,Closed,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,1,28,0.787571,0.11431,0.03112,0.8546,100.0,533.0,0
1804.0, Origami,ORI,19233,0.000927,0,0.0,-1.39,-1.16,France,Ethereum,2018-02-20 00:00:00,2018-02-13 00:00:00,2.6,Trading,ICO,2018-03-23 00:00:00,2018-02-23 00:00:00,67,7,0.908328571,0.0068571430000000004,0.940285714,0.053,7.0,533.0,0
639.0, Hubii Network,HBT,2522185,0.038915,6710309,-0.04,-0.68,-3.43,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ICO,2017-09-07 14:00:00,2017-08-24 12:00:00,64,0,0.833814286,0.120285714,0.012142857,0.8677142859999999,7.0,534.0,0
1514.0, Adelphoi,ADL,85892,0.000251,5481,-0.13,1.72,6.95,Czech Republic,Nxt,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,ICO,2017-05-31 12:00:00,2017-05-01 12:00:00,52,0,0.571607,0.09175,0.0371,0.8611,100.0,534.0,0
2265.0, Hilux,HLX,0,0.000515,474,17.71,-30.51,-80.51,United Kingdom,Ethereum,2018-05-01 00:00:00,2018-02-26 00:00:00,3.9,Closed,ICO,2018-09-01 00:00:00,2018-05-02 00:00:00,67,64,0.37654,0.0905,0.05407000000000002,0.85545,100.0,534.0,0
434.0, Dock,DOCK,5504180,46.45,28102,-0.14,-0.75,-2.11,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Trading,ICO,2018-02-21 00:00:00,2018-02-08 00:00:00,30,0,0.659622388,0.100776119,0.043880597,0.8552388059999999,67.0,534.0,0
