country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
Russia,Ethereum,2018-06-24 00:00:00,2018-06-18 00:00:00,4.1,Closed,Robotar,ICO,2018-07-31 00:00:00,2018-07-01 00:00:00,30 days 00:00:00.000000000,6 days 00:00:00.000000000
Turkey,Ethereum,2018-09-30 00:00:00,2018-07-01 00:00:00,4.3,Closed,Academia Lingu,ICO,2018-12-31 00:00:00,2018-10-01 00:00:00,91 days 00:00:00.000000000,91 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Upcoming,Cornucopia.io,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Argentina,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Umewin,ICO,2018-08-30 00:00:00,2018-07-01 00:00:00,60 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Greenblock Coin,ICO,2018-12-30 00:00:00,2018-06-30 00:00:00,183 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,LVX,ICO,2018-09-23 00:00:00,2018-07-01 00:00:00,84 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-30 00:00:00,2018-06-01 00:00:00,4.8,Closed,Gabro,ICO,2018-09-30 00:00:00,2018-07-31 00:00:00,61 days 00:00:00.000000000,59 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-23 18:00:00,2018-06-25 18:00:00,3.9,Closed,Storeplex,ICO,2018-08-31 18:00:00,2018-08-03 18:00:00,28 days 00:00:00.000000000,28 days 00:00:00.000000000
Estonia,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Ultra,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-09-02 01:00:00,2018-07-02 01:00:00,3.3,Closed,Swing,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,62 days 00:00:00.000000000
2017-12-15T12:00:00Z,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,SEN,ICO,2018-07-16 00:00:00,2018-06-16 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,EOS,2019-01-31 00:00:00,2017-12-15 12:00:00,5.0,Closed,GGRocket,ICO,2019-02-15 00:00:00,2019-02-01 00:00:00,14 days 00:00:00.000000000,411 days 12:00:00.000000000
Ukraine,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Ongoing,VANHEALTHING,ICO,2017-12-15 12:00:00,2018-09-01 00:00:00,-260 days +12:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Depository Network,ICO,2018-12-15 12:00:00,2018-06-26 00:00:00,172 days 12:00:00.000000000,0 days 00:00:00.000000000
China,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Upcoming,Uranus,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Unknown,Global Pay Net,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,Newton,ICO,2018-12-31 00:00:00,2018-10-29 00:00:00,63 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Ongoing,Bdaq,ICO,2017-12-15 12:00:00,2018-08-01 00:00:00,-229 days +12:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Sweetbridge,ICO,2018-12-31 00:00:00,2018-05-21 00:00:00,224 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-26 00:00:00,2018-06-26 00:00:00,4.1,Closed,AvaGo,ICO,2018-09-26 00:00:00,2018-07-26 00:00:00,62 days 00:00:00.000000000,30 days 00:00:00.000000000
United Kingdom,Ethereum,2018-06-30 00:00:00,2018-05-30 00:00:00,4.4,Upcoming,Kayo Credits,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,31 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,Gnome Invasion,ICO,2018-09-28 00:00:00,2018-07-11 00:00:00,79 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Upcoming,Mykrosystem,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-10-25 00:00:00,2018-08-25 00:00:00,3.1,Closed,Patentico,ICO,2019-03-01 00:00:00,2019-02-01 00:00:00,28 days 00:00:00.000000000,61 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Closed,DRCG,ICO,2018-07-31 11:00:00,2018-04-25 09:00:00,97 days 02:00:00.000000000,0 days 00:00:00.000000000
United States of America,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Upcoming,BeeMedics,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Upcoming,ABELE,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Vantage Network,ICO,2018-08-21 00:00:00,2018-08-01 00:00:00,20 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2019-01-31 00:00:00,2018-12-07 00:00:00,4.6,Closed,Sovren Exchange,ICO,2019-03-31 00:00:00,2019-02-01 00:00:00,58 days 00:00:00.000000000,55 days 00:00:00.000000000
Netherlands,Stellar,2019-07-15 12:00:00,2019-03-15 00:00:00,4.3,Ongoing,VMC.AI,ICO,2020-07-15 12:00:00,2019-07-15 12:00:00,366 days 00:00:00.000000000,122 days 12:00:00.000000000
United States of America,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,27v,ICO,2018-07-18 15:00:00,2018-05-08 15:00:00,71 days 00:00:00.000000000,0 days 00:00:00.000000000
Netherlands,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,MustangChain,ICO,2018-07-30 00:00:00,2018-06-11 00:00:00,49 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Ponics Tech,ICO,2018-07-20 00:00:00,2018-06-05 00:00:00,45 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Chynge,ICO,2018-11-30 23:59:00,2018-06-28 00:00:00,155 days 23:59:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Commit Good,ICO,2018-08-15 00:00:00,2018-07-04 00:00:00,42 days 00:00:00.000000000,0 days 00:00:00.000000000
South Korea,EOS,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Upcoming,GXC,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-08-12 09:00:00,2018-07-02 09:00:00,3.9,Closed,Coal Coin,ICO,2018-09-30 09:00:00,2018-09-03 09:00:00,27 days 00:00:00.000000000,41 days 00:00:00.000000000
Hong Kong,Ethereum,2018-09-20 00:00:00,2018-08-20 00:00:00,3.5,Closed,ROMAD Endpoint Defense,ICO,2018-12-26 00:00:00,2018-09-25 00:00:00,92 days 00:00:00.000000000,31 days 00:00:00.000000000
Singapore,Ethereum,2018-05-31 00:00:00,2018-04-11 00:00:00,3.1,Closed,DST,ICO,2018-08-15 00:00:00,2018-06-15 00:00:00,61 days 00:00:00.000000000,50 days 00:00:00.000000000
Singapore,Ethereum,2018-07-31 15:59:00,2018-06-09 16:00:00,3.7,Closed,Creatanium,ICO,2018-08-30 15:59:00,2018-07-31 16:00:00,29 days 23:59:00.000000000,51 days 23:59:00.000000000
Sweden,Ethereum,2018-09-30 12:00:00,2018-07-25 12:00:00,4.8,Closed,YAMZU,ICO,2018-10-30 12:00:00,2018-10-01 12:00:00,29 days 00:00:00.000000000,67 days 00:00:00.000000000
United States of America,Stratis,2019-01-02 23:59:00,2018-07-26 00:00:00,2.4,Closed,ephelants360,ICO,2019-04-21 23:59:00,2019-01-03 00:00:00,108 days 23:59:00.000000000,160 days 23:59:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,GameReward,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-07-26 00:00:00,2018-06-28 00:00:00,4.1,Closed,WAR FIELD,ICO,2018-11-15 00:00:00,2018-07-26 00:00:00,112 days 00:00:00.000000000,28 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,BlockClick,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Czech Republic,Ethereum,2018-07-15 00:00:00,2018-06-26 00:00:00,4.3,Closed,LiTeum,ICO,2018-10-30 00:00:00,2018-07-16 00:00:00,106 days 00:00:00.000000000,19 days 00:00:00.000000000
Estonia,Ethereum,2018-07-01 11:00:00,2018-05-16 11:00:00,4.4,Closed,Bailsman,ICO,2018-10-26 11:00:00,2018-09-01 11:00:00,55 days 00:00:00.000000000,46 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Unknown,Teambrella,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2018-07-03 00:00:00,3.7,Pre-Sale,Trufield,ICO,2018-09-25 00:00:00,2018-07-31 00:00:00,56 days 00:00:00.000000000,-200 days +12:00:00.000000000
Singapore,NEO,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Upcoming,Jarvis+,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,NEO,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Upcoming,DAD,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-11-11 00:00:00,2018-06-06 00:00:00,3.9,Closed,HighVibe.Network,ICO,2018-12-12 00:00:00,2018-11-11 00:00:00,31 days 00:00:00.000000000,158 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Closed,Upstake,ICO,2018-08-01 00:00:00,2018-05-01 00:00:00,92 days 00:00:00.000000000,0 days 00:00:00.000000000
Spain,Ethereum,2018-07-29 12:00:00,2018-07-01 12:00:00,4.6,Closed,Local Token Exchange,ICO,2018-12-30 12:00:00,2018-07-30 12:00:00,153 days 00:00:00.000000000,28 days 00:00:00.000000000
Canada,Ethereum,2018-09-22 00:00:00,2018-09-01 00:00:00,5.0,Closed,LACCOIN,ICO,2018-11-30 00:00:00,2018-11-01 00:00:00,29 days 00:00:00.000000000,21 days 00:00:00.000000000
Estonia,Ethereum,2018-07-31 00:00:00,2018-07-01 00:00:00,4.3,Closed,AI Opinion,ICO,2018-08-31 00:00:00,2018-08-01 00:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000
Portugal,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,LIPCHAIN,ICO,2018-11-15 01:00:00,2018-03-21 01:00:00,239 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-23 00:00:00,2018-05-21 00:00:00,4.1,Closed,ICBCoin,ICO,2018-09-24 00:00:00,2018-07-23 00:00:00,63 days 00:00:00.000000000,63 days 00:00:00.000000000
Netherlands,Ethereum,2018-06-29 23:59:00,2018-06-07 00:00:00,3.1,Upcoming,LUXXEUMCOIN,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,22 days 23:59:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Unknown,PaidEx,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-12-27 11:59:00,2018-11-01 12:00:00,4.4,Closed,Sports Ledger,STO,2019-02-21 23:59:00,2018-12-27 12:00:00,56 days 11:59:00.000000000,55 days 23:59:00.000000000
United States of America,Ethereum,2018-06-30 00:00:00,2018-06-01 00:00:00,3.1,Ongoing,ShareMe Music,ICO,2017-12-15 12:00:00,2018-07-01 00:00:00,-198 days +12:00:00.000000000,29 days 00:00:00.000000000
Hong Kong,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Upcoming,NEURON,IEO,2020-03-01 00:00:00,2019-12-01 00:00:00,91 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-08-05 12:00:00,2018-07-05 12:00:00,5.0,Closed,VTUUR,ICO,2019-03-20 12:00:00,2019-02-05 12:00:00,43 days 00:00:00.000000000,31 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Ongoing,OKMCoin,ICO,2017-12-15 12:00:00,2018-07-01 00:00:00,-198 days +12:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Ethereum,2018-06-15 00:00:00,2018-06-05 00:00:00,5.0,Closed,ETH Travel,ICO,2018-07-30 00:00:00,2018-07-01 00:00:00,29 days 00:00:00.000000000,10 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,FOAM,ICO,2018-08-10 00:00:00,2018-07-31 00:00:00,10 days 00:00:00.000000000,0 days 00:00:00.000000000
Philippines,Komodo,2018-08-30 15:00:00,2018-07-10 07:00:00,5.0,Closed,Pearl Pay,ICO,2018-10-30 15:00:00,2018-09-01 15:00:00,59 days 00:00:00.000000000,51 days 08:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Unknown,DFINITY,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-06-08 00:00:00,2018-06-01 00:00:00,3.7,Closed,Nativecoin,ICO,2018-07-31 00:00:00,2018-06-09 00:00:00,52 days 00:00:00.000000000,7 days 00:00:00.000000000
Uruguay,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Upcoming,VName,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
India,Ethereum,2018-06-21 00:00:00,2018-05-27 00:00:00,3.7,Closed,Payiza,ICO,2018-07-24 00:00:00,2018-06-22 00:00:00,32 days 00:00:00.000000000,25 days 00:00:00.000000000
Germany,2017-12-15T12:00:00Z,2018-07-09 00:00:00,2018-07-03 18:00:00,3.5,Closed,MarketC,ICO,2018-07-14 00:00:00,2018-07-10 00:00:00,4 days 00:00:00.000000000,5 days 06:00:00.000000000
Singapore,Ethereum,2018-07-22 11:59:00,2018-07-08 12:00:00,4.6,Closed,GSTAR.AI,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,13 days 23:59:00.000000000
Estonia,Ethereum,2019-07-31 00:00:00,2019-05-01 00:00:00,5.0,Closed,Bitcademy Football,ICO,2019-10-31 00:00:00,2019-09-01 00:00:00,60 days 00:00:00.000000000,91 days 00:00:00.000000000
United States of America,Ethereum,2018-08-15 00:00:00,2018-07-01 03:00:00,0.0,Closed,Blockvest,ICO,2018-09-30 00:00:00,2018-08-16 00:00:00,45 days 00:00:00.000000000,44 days 21:00:00.000000000
Austria,Ethereum,2018-08-31 00:00:00,2018-08-01 00:00:00,3.9,Closed,CBDoken,ICO,2018-10-31 00:00:00,2018-09-01 00:00:00,60 days 00:00:00.000000000,30 days 00:00:00.000000000
South Africa,Ethereum,2017-12-15 12:00:00,2018-08-01 00:00:00,3.5,Ongoing,Payment Solutions International,ICO,2017-12-15 12:00:00,2018-10-01 00:00:00,-290 days +12:00:00.000000000,-229 days +12:00:00.000000000
New Zealand,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,Coingrid,ICO,2019-01-23 00:00:00,2018-11-23 12:00:00,60 days 12:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-09-20 00:00:00,2018-09-06 00:00:00,5.0,Closed,Block66,ICO,2018-10-20 00:00:00,2018-09-20 00:00:00,30 days 00:00:00.000000000,14 days 00:00:00.000000000
Malta,Ethereum,2018-07-02 14:00:00,2018-05-14 14:00:00,5.0,Closed,BitSong,ICO,2018-11-10 14:00:00,2018-08-10 14:00:00,92 days 00:00:00.000000000,49 days 00:00:00.000000000
Estonia,Ethereum,2018-11-07 22:00:00,2018-10-10 07:00:00,5.0,Closed,Yanu,ICO,2018-12-12 22:00:00,2018-11-11 07:00:00,31 days 15:00:00.000000000,28 days 15:00:00.000000000
Switzerland,Ethereum,2018-08-07 00:00:00,2018-07-07 00:00:00,3.5,Closed,Engrema,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,31 days 00:00:00.000000000
Netherlands,Ethereum,2018-10-15 12:00:00,2018-06-21 12:00:00,5.0,Closed,Terawatt,ICO,2019-01-15 12:00:00,2018-10-16 12:00:00,91 days 00:00:00.000000000,116 days 00:00:00.000000000
Estonia,Ethereum,2018-08-15 07:00:00,2018-07-31 07:00:00,5.0,Closed,EyeGlob.Net,ICO,2018-12-28 13:00:00,2018-11-09 07:00:00,49 days 06:00:00.000000000,15 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.0,Ongoing,Lesschain,ICO,2017-12-15 12:00:00,2018-08-01 00:00:00,-229 days +12:00:00.000000000,0 days 00:00:00.000000000
Malta,Ethereum,2018-08-31 00:00:00,2018-07-16 00:00:00,5.0,Upcoming,KuBitX,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,46 days 00:00:00.000000000
Russia,Ethereum,2018-08-30 00:00:00,2018-08-01 00:00:00,3.1,Closed,KAPEX,ICO,2018-10-30 00:00:00,2018-09-01 00:00:00,59 days 00:00:00.000000000,29 days 00:00:00.000000000
Georgia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Bixtrim,ICO,2018-12-15 00:00:00,2018-09-15 00:00:00,91 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-17 12:00:00,2018-06-01 12:00:00,5.0,Closed,Inmediate,ICO,2018-07-22 12:00:00,2018-07-18 12:00:00,4 days 00:00:00.000000000,46 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Istrium,ICO,2018-08-19 00:00:00,2018-06-21 00:00:00,59 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Netterium,ICO,2018-09-30 00:00:00,2018-04-30 00:00:00,153 days 00:00:00.000000000,0 days 00:00:00.000000000
Malta,2017-12-15T12:00:00Z,2018-10-30 00:00:00,2018-05-01 00:00:00,3.1,Closed,Trident,ICO,2018-12-31 00:00:00,2018-11-01 00:00:00,60 days 00:00:00.000000000,182 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-05-27 00:00:00,2018-05-20 00:00:00,3.5,Closed,Gramaton,ICO,2018-07-24 00:00:00,2018-05-28 00:00:00,57 days 00:00:00.000000000,7 days 00:00:00.000000000
Italy,Ethereum,2018-07-31 16:00:00,2018-07-16 16:00:00,2.8,Closed,DeFund Project,ICO,2018-09-06 16:00:00,2018-08-07 16:00:00,30 days 00:00:00.000000000,15 days 00:00:00.000000000
Virgin Islands (British),Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,i-chain,ICO,2019-05-16 00:00:00,2018-05-17 00:00:00,364 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,You42,ICO,2018-08-31 00:00:00,2018-07-02 00:00:00,60 days 00:00:00.000000000,0 days 00:00:00.000000000
Czech Republic,Ethereum,2018-10-31 00:00:00,2018-06-26 00:00:00,4.6,Closed,Hashbon,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,127 days 00:00:00.000000000
United Kingdom,Ethereum,2018-08-31 00:00:00,2018-06-27 00:00:00,3.3,Closed,Briastorm,ICO,2019-01-31 00:00:00,2018-09-01 00:00:00,152 days 00:00:00.000000000,65 days 00:00:00.000000000
Singapore,Ethereum,2018-10-31 00:00:00,2018-10-01 00:00:00,4.6,Closed,Instoken,ICO,2018-11-15 00:00:00,2018-11-01 00:00:00,14 days 00:00:00.000000000,30 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Vertex,ICO,2019-01-25 08:00:00,2018-10-01 08:00:00,116 days 00:00:00.000000000,0 days 00:00:00.000000000
Germany,Ethereum,2018-07-14 00:00:00,2018-06-15 00:00:00,4.8,Closed,BeANKH,ICO,2018-10-14 00:00:00,2018-07-15 00:00:00,91 days 00:00:00.000000000,29 days 00:00:00.000000000
Hong Kong,Ethereum,2018-07-15 00:00:00,2018-06-18 00:00:00,3.9,Closed,IXTUS,ICO,2018-09-02 00:00:00,2018-07-16 00:00:00,48 days 00:00:00.000000000,27 days 00:00:00.000000000
United States of America,Own Blockchain,2018-08-20 00:00:00,2018-07-23 00:00:00,4.3,Closed,The Digital Reserve,ICO,2019-06-03 00:00:00,2019-05-15 00:00:00,19 days 00:00:00.000000000,28 days 00:00:00.000000000
United States of America,Ethereum,2018-08-31 00:00:00,2018-07-01 00:00:00,5.0,Closed,Philanthor,ICO,2018-10-31 00:00:00,2018-09-01 00:00:00,60 days 00:00:00.000000000,61 days 00:00:00.000000000
2017-12-15T12:00:00Z,NEO,2017-12-15 12:00:00,2017-12-15 12:00:00,2.2,Unknown,Verzz,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-08-26 02:00:00,2018-08-25 02:00:00,5.0,Closed,EON,ICO,2018-09-30 00:00:00,2018-09-01 00:00:00,29 days 00:00:00.000000000,1 days 00:00:00.000000000
Switzerland,Ethereum,2018-11-30 00:00:00,2018-09-01 00:00:00,4.6,Closed,Gem4me Market Space,ICO,2019-04-01 00:00:00,2018-12-01 00:00:00,121 days 00:00:00.000000000,90 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,Jupiter Chain,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,2.8,Upcoming,Arcana Wallet,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-08-15 04:00:00,2018-07-16 04:00:00,4.8,Closed,Astoria,ICO,2018-10-14 04:00:00,2018-09-14 04:00:00,30 days 00:00:00.000000000,30 days 00:00:00.000000000
Romania,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Scienceroot,ICO,2019-02-15 00:00:00,2019-01-15 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Stellar,2018-10-15 11:00:00,2018-10-01 09:00:00,4.6,Closed,EverLife.AI,ICO,2018-11-15 11:00:00,2018-10-16 09:00:00,30 days 02:00:00.000000000,14 days 02:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,ERN,ICO,2018-07-30 00:00:00,2018-06-25 00:00:00,35 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Waves,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Tokenaire,ICO,2018-08-11 10:00:00,2018-07-29 00:00:01,13 days 09:59:59.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,Alluma,ICO,2019-02-28 00:00:00,2019-01-15 00:00:00,44 days 00:00:00.000000000,0 days 00:00:00.000000000
South Africa,Ethereum,2018-07-26 00:00:00,2018-06-26 00:00:00,4.3,Closed,Arizn,ICO,2018-09-26 00:00:00,2018-07-26 00:00:00,62 days 00:00:00.000000000,30 days 00:00:00.000000000
Malaysia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,SportsFix,ICO,2018-12-02 12:00:00,2018-10-02 12:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Nxt,2018-09-01 05:00:00,2018-07-01 05:00:00,4.4,Closed,MAKEAFOLIO,ICO,2018-12-01 00:00:00,2018-09-02 00:00:00,90 days 00:00:00.000000000,62 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Upcoming,Craider,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2019-09-22 00:00:00,2019-09-09 00:00:00,5.0,Upcoming,EverMarkets,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,13 days 00:00:00.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,Intrachain,ICO,2018-12-30 23:59:00,2018-12-03 00:01:00,27 days 23:58:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Upcoming,Promether,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
