country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
United States of America,Ethereum,2018-06-01 00:00:00,2018-05-08 00:00:00,4.8,Closed,Aigo,ICO,2018-07-31 00:00:00,2018-06-01 00:00:00,60 days 00:00:00.000000000,24 days 00:00:00.000000000
United Arab Emirates,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Unknown,CryptoBrick,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,Fintechnics,ICO,2018-09-16 00:00:00,2018-07-01 00:00:00,77 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,intimate,ICO,2018-06-07 23:59:59,2018-04-26 09:00:00,42 days 14:59:59.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-05-31 00:00:00,2018-05-01 00:00:00,5.0,Closed,DUCATUR,ICO,2018-06-30 00:00:00,2018-06-01 00:00:00,29 days 00:00:00.000000000,30 days 00:00:00.000000000
Hong Kong,Own Blockchain,2018-08-17 15:59:00,2018-06-05 01:00:00,4.6,Closed,Metabase,ICO,2019-01-31 00:00:00,2018-09-04 01:00:00,148 days 23:00:00.000000000,73 days 14:59:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2018-09-01 00:00:00,4.6,Pre-Sale,Check-Car,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,-260 days +12:00:00.000000000
South Korea,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,FANTOM,ICO,2018-06-16 09:00:00,2018-06-15 09:00:00,1 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Blockchain,2018-05-12 11:00:00,2018-04-30 09:00:00,4.3,Closed,Kryptonium,ICO,2018-06-30 11:00:00,2018-05-13 09:00:00,48 days 02:00:00.000000000,12 days 02:00:00.000000000
United States of America,Ethereum,2018-06-17 00:00:00,2018-04-07 00:00:00,3.7,Closed,Exceed IO,ICO,2018-07-31 00:00:00,2018-06-17 00:00:00,44 days 00:00:00.000000000,71 days 00:00:00.000000000
Singapore,Ethereum,2018-05-11 21:00:00,2018-04-26 21:00:00,4.8,Closed,Mass Vehicle Ledger,ICO,2018-05-24 21:00:00,2018-05-15 21:00:00,9 days 00:00:00.000000000,15 days 00:00:00.000000000
United Kingdom,Ethereum,2018-06-21 16:00:00,2018-05-18 16:00:00,4.8,Closed,Token Changer,ICO,2018-08-21 16:00:00,2018-06-21 16:01:00,60 days 23:59:00.000000000,34 days 00:00:00.000000000
United States of America,Ethereum,2018-05-01 00:00:00,2018-04-15 00:00:00,3.7,Closed,CodeMail,ICO,2018-08-31 00:00:00,2018-05-01 00:00:00,122 days 00:00:00.000000000,16 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2018-07-07 00:00:00,4.1,Ongoing,Lancer Network,ICO,2017-12-15 12:00:00,2018-09-07 00:00:00,-266 days +12:00:00.000000000,-204 days +12:00:00.000000000
Australia,Ethereum,2018-06-27 00:00:00,2018-05-29 00:00:00,4.6,Closed,ExoLover,ICO,2018-07-28 00:00:00,2018-06-29 00:00:00,29 days 00:00:00.000000000,29 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Pigzbe,ICO,2018-09-19 12:00:00,2018-09-05 12:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-06-26 00:00:00,2018-05-21 18:00:00,5.0,Closed,Typerium,ICO,2018-07-23 23:59:00,2018-06-26 18:00:00,27 days 05:59:00.000000000,35 days 06:00:00.000000000
Malta,Ethereum,2018-06-30 00:00:00,2018-02-01 00:00:00,5.0,Upcoming,Svandis,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,149 days 00:00:00.000000000
Singapore,Ethereum,2018-06-30 00:00:00,2018-04-23 00:00:00,3.9,Closed,Ubanx,ICO,2018-09-24 00:00:00,2018-07-07 00:00:00,79 days 00:00:00.000000000,68 days 00:00:00.000000000
United Kingdom,Waves,2018-06-17 00:00:00,2018-05-07 00:00:00,3.9,Closed,MPCX,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,41 days 00:00:00.000000000
Hungary,Ethereum,2018-08-31 00:00:00,2018-05-16 00:00:00,4.1,Closed,Dylyver,ICO,2018-12-31 00:00:00,2018-10-01 00:00:00,91 days 00:00:00.000000000,107 days 00:00:00.000000000
Singapore,Blockchain,2018-04-30 00:00:00,2018-04-23 00:00:00,4.1,Trading,PChain,ICO,2018-05-28 11:46:00,2018-05-28 10:00:00,0 days 01:46:00.000000000,7 days 00:00:00.000000000
Cayman Islands,Ethereum,2018-08-14 23:59:00,2018-05-30 00:00:00,5.0,Closed,Trustlogics,ICO,2018-09-25 23:59:00,2018-09-01 00:00:00,24 days 23:59:00.000000000,76 days 23:59:00.000000000
Czech Republic,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Smart City Enterprise,ICO,2019-01-10 23:59:00,2018-07-10 00:00:00,184 days 23:59:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-05-25 00:00:00,2018-04-17 00:00:00,5.0,Upcoming,Rewards.com,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,38 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Unknown,Automotive eXchange Token,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-05-16 00:00:00,2018-03-15 00:00:00,3.7,Closed,Hyperion Fund,ICO,2018-08-21 00:00:00,2018-07-15 00:00:00,37 days 00:00:00.000000000,62 days 00:00:00.000000000
Estonia,Ethereum,2018-06-17 23:00:00,2018-05-21 01:00:00,5.0,Closed,Treon,ICO,2018-12-31 23:59:00,2018-06-18 01:00:00,196 days 22:59:00.000000000,27 days 22:00:00.000000000
Poland,Ethereum,2018-08-01 10:00:00,2018-06-01 10:00:00,4.3,Closed,XCOV,ICO,2018-09-01 11:00:00,2018-08-01 10:00:00,31 days 01:00:00.000000000,61 days 00:00:00.000000000
Cayman Islands,Ethereum,2018-06-21 00:00:00,2018-05-27 00:00:00,5.0,Ongoing,DataBlockchain,ICO,2017-12-15 12:00:00,2018-09-10 00:00:00,-269 days +12:00:00.000000000,25 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Trading,Skycoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Australia,NEM,2018-06-27 00:00:00,2018-05-07 00:00:00,4.1,Closed,Free Market Token,ICO,2018-08-05 00:00:00,2018-06-28 00:00:00,38 days 00:00:00.000000000,51 days 00:00:00.000000000
Lithuania,Ethereum,2018-11-16 00:00:00,2018-11-07 00:00:00,5.0,Closed,DESICO,STO,2019-01-25 00:00:00,2019-01-14 00:00:00,11 days 00:00:00.000000000,9 days 00:00:00.000000000
Malta,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Poseidon,ICO,2019-03-24 00:00:00,2019-02-16 12:00:00,35 days 12:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Blockchain,2018-06-21 00:00:00,2018-06-07 00:00:00,4.3,Closed,Cryptoscene,ICO,2018-07-07 00:00:00,2018-06-21 00:00:00,16 days 00:00:00.000000000,14 days 00:00:00.000000000
United Kingdom,Bitcoin,2018-06-30 12:00:00,2018-06-01 12:00:00,5.0,Closed,AcuteCoin,ICO,2018-08-14 12:00:00,2018-07-01 12:00:00,44 days 00:00:00.000000000,29 days 00:00:00.000000000
Estonia,Ethereum,2018-06-30 00:00:00,2018-05-01 00:00:00,4.8,Closed,INGOT Coin,ICO,2018-10-10 00:00:00,2018-07-01 00:00:00,101 days 00:00:00.000000000,60 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,ZeCash,ICO,2018-12-31 00:00:00,2018-03-31 00:00:00,275 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,Things Operating System,ICO,2018-05-21 00:00:00,2018-05-08 00:00:00,13 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-06-03 00:00:00,2018-05-15 00:00:00,3.0,Closed,TeamMate,ICO,2018-07-15 00:00:00,2018-06-10 00:00:00,35 days 00:00:00.000000000,19 days 00:00:00.000000000
Croatia,Ethereum,2018-08-29 00:00:00,2018-08-15 00:00:00,4.4,Closed,Fair Ninja,ICO,2018-11-15 00:00:00,2018-10-15 00:00:00,31 days 00:00:00.000000000,14 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Menlo One,ICO,2018-10-16 03:59:00,2018-09-17 16:00:00,28 days 11:59:00.000000000,0 days 00:00:00.000000000
Austria,Ethereum,2018-09-30 00:00:00,2018-05-30 00:00:00,4.6,Closed,ARTIS,ICO,2018-10-26 00:00:00,2018-10-01 00:00:00,25 days 00:00:00.000000000,123 days 00:00:00.000000000
Canada,Ethereum,2018-05-15 00:00:00,2018-05-02 02:00:00,3.1,Closed,Quake Mining,ICO,2018-07-15 00:00:00,2018-05-16 00:00:00,60 days 00:00:00.000000000,12 days 22:00:00.000000000
Zimbabwe,Waves,2018-07-09 00:00:00,2018-06-07 00:00:00,4.6,Closed,Goldma,ICO,2018-10-12 00:00:00,2018-07-12 00:00:00,92 days 00:00:00.000000000,32 days 00:00:00.000000000
Romania,Ethereum,2018-10-31 00:00:00,2018-10-15 00:00:00,4.6,Closed,Code of Talent,ICO,2018-11-30 00:00:00,2018-11-01 00:00:00,29 days 00:00:00.000000000,16 days 00:00:00.000000000
Switzerland,Blockchain,2018-05-31 12:00:00,2018-04-16 12:00:00,3.7,Closed,GixelyCoin,ICO,2018-07-31 12:00:00,2018-06-01 12:00:00,60 days 00:00:00.000000000,45 days 00:00:00.000000000
Hong Kong,Ethereum,2018-05-21 08:00:00,2018-05-07 08:00:00,2.6,Closed,Ydentity,ICO,2019-01-14 00:00:00,2018-12-03 00:00:00,42 days 00:00:00.000000000,14 days 00:00:00.000000000
United Arab Emirates,Hyperledger,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Ongoing,Permian,ICO,2017-12-15 12:00:00,2019-02-01 00:00:00,-413 days +12:00:00.000000000,0 days 00:00:00.000000000
Singapore,NEO,2017-12-15 12:00:00,2018-06-13 00:00:00,3.5,Ongoing,NNS,ICO,2017-12-15 12:00:00,2018-07-18 00:00:00,-215 days +12:00:00.000000000,-180 days +12:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Upcoming,CertiK,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Italy,Ethereum,2018-06-23 12:00:00,2018-06-01 13:00:00,4.4,Closed,Jointly,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,21 days 23:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,GreenX,ICO,2018-07-31 00:00:00,2018-05-15 00:00:00,77 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,NEO,2018-10-14 23:00:00,2018-10-01 11:00:00,5.0,Closed,BizShake,STO,2018-10-31 23:00:00,2018-10-15 11:00:00,16 days 12:00:00.000000000,13 days 12:00:00.000000000
Seychelles,Ethereum,2018-05-10 12:00:00,2018-05-03 12:00:00,4.3,Closed,Game Stars,ICO,2018-06-30 12:00:00,2018-05-10 12:00:00,51 days 00:00:00.000000000,7 days 00:00:00.000000000
Belgium,Ethereum,2018-06-17 00:00:00,2018-05-14 00:00:00,4.3,Closed,flyCARE,ICO,2018-12-31 00:00:00,2018-06-18 00:00:00,196 days 00:00:00.000000000,34 days 00:00:00.000000000
United States of America,Ethereum,2018-05-15 13:00:00,2018-05-01 00:00:00,4.4,Closed,RAD,ICO,2018-08-15 00:00:00,2018-05-15 14:00:00,91 days 10:00:00.000000000,14 days 13:00:00.000000000
Brazil,Ethereum,2018-05-31 00:00:00,2018-05-21 00:00:00,5.0,Closed,BlockStorage,ICO,2018-06-30 00:00:00,2018-06-01 00:00:00,29 days 00:00:00.000000000,10 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Closed,WhenHub,ICO,2018-09-19 00:00:00,2018-03-19 00:00:00,184 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Upcoming,IoTBlock,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Portugal,NEO,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Trading,Phantasma,ICO,2018-05-29 00:00:00,2018-05-27 00:00:00,2 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Upcoming,Deconet,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-06-30 13:00:00,2018-06-18 13:00:00,4.3,Upcoming,Fysical,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,12 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Hoard,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Metacert Protocol,ICO,2018-11-15 00:00:00,2018-11-01 00:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Unknown,VideoCoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,NEO,2019-03-31 23:59:00,2019-03-01 00:00:00,5.0,Closed,imusify,ICO,2019-04-30 23:59:00,2019-04-01 00:00:00,29 days 23:59:00.000000000,30 days 23:59:00.000000000
United States of America,Ethereum,2018-07-15 23:59:00,2018-05-15 00:00:00,4.8,Closed,Trimpo,ICO,2018-11-01 23:59:00,2018-08-15 00:00:00,78 days 23:59:00.000000000,61 days 23:59:00.000000000
United Kingdom,Ethereum,2018-07-15 12:00:00,2018-06-01 12:00:00,5.0,Closed,BitBose,ICO,2018-11-30 23:59:00,2018-07-16 23:59:00,137 days 00:00:00.000000000,44 days 00:00:00.000000000
Slovenia,Ethereum,2018-09-05 00:00:00,2018-09-04 00:00:00,5.0,Closed,GLEDOS,ICO,2018-10-06 00:00:00,2018-09-06 00:00:00,30 days 00:00:00.000000000,1 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Paygine,ICO,2018-08-17 00:00:00,2018-06-18 00:00:00,60 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Blockchain,2018-05-25 00:11:00,2018-05-15 00:10:00,0.0,Closed,Greenish Coin,ICO,2018-06-24 00:11:00,2018-06-05 00:10:00,19 days 00:01:00.000000000,10 days 00:01:00.000000000
Singapore,Ethereum,2018-05-25 12:00:00,2018-04-06 12:00:00,5.0,Closed,Peoplewave,ICO,2018-06-06 17:00:00,2018-05-31 17:00:00,6 days 00:00:00.000000000,49 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2018-04-04 00:00:00,2017-12-15 00:00:00,3.9,Closed,Wealth Migrate,ICO,2018-05-21 00:00:00,2018-04-04 00:00:00,47 days 00:00:00.000000000,110 days 00:00:00.000000000
Seychelles,Ethereum,2018-02-28 00:00:00,2018-02-01 00:00:00,3.3,Closed,Invacio,ICO,2018-05-14 00:00:00,2018-03-12 00:00:00,63 days 00:00:00.000000000,27 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-05-02 00:00:00,2018-03-26 00:00:00,4.3,Closed,SafeCrypt,ICO,2018-07-07 00:00:00,2018-05-02 00:00:00,66 days 00:00:00.000000000,37 days 00:00:00.000000000
Taiwan,Ethereum,2018-03-10 23:59:59,2018-02-20 00:00:00,4.4,Closed,TimeBox,ICO,2018-08-15 00:00:00,2018-03-13 00:00:00,155 days 00:00:00.000000000,18 days 23:59:59.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2018-09-16 00:00:00,4.8,Ongoing,EIPlatform,ICO,2017-12-15 12:00:00,2018-09-30 00:00:00,-289 days +12:00:00.000000000,-275 days +12:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-07-01 00:00:00,2018-06-01 00:00:00,4.3,Closed,NurseToken,ICO,2018-10-13 00:00:00,2018-07-01 00:00:00,104 days 00:00:00.000000000,30 days 00:00:00.000000000
Belize,Ethereum,2018-09-03 00:00:00,2018-05-05 00:00:00,4.8,Closed,Presale Ventures,ICO,2018-10-04 00:00:00,2018-09-04 00:00:00,30 days 00:00:00.000000000,121 days 00:00:00.000000000
2017-12-15T12:00:00Z,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,Xriba,ICO,2018-07-07 00:00:00,2018-06-07 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-03-19 10:00:00,2018-03-08 10:00:00,4.1,Closed,UNIC Advertising Network,ICO,2018-06-27 10:00:00,2018-03-29 10:00:00,90 days 00:00:00.000000000,11 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,SuchApp,ICO,2018-06-25 00:00:00,2018-05-25 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-05-29 00:00:00,2018-05-09 00:00:00,4.4,Closed,DatEat,ICO,2018-08-30 00:00:00,2018-06-05 00:00:00,86 days 00:00:00.000000000,20 days 00:00:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,CHUBEX,ICO,2018-07-31 04:00:00,2018-05-01 04:00:00,91 days 00:00:00.000000000,0 days 00:00:00.000000000
Mexico,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,VTOS,ICO,2018-12-27 11:00:00,2018-09-24 11:00:00,94 days 00:00:00.000000000,0 days 00:00:00.000000000
Belarus,Ethereum,2018-05-31 00:00:00,2018-04-09 00:00:00,5.0,Closed,Hi:Health,ICO,2018-10-10 12:00:00,2018-08-01 12:00:00,70 days 00:00:00.000000000,52 days 00:00:00.000000000
Singapore,Ethereum,2018-10-14 00:00:00,2018-04-27 00:00:00,4.1,Closed,REOS,ICO,2019-01-15 00:00:00,2018-10-15 00:00:00,92 days 00:00:00.000000000,170 days 00:00:00.000000000
Austria,Ethereum,2018-07-31 09:00:00,2018-05-29 09:00:00,5.0,Upcoming,HydroMiner H3O Pre-Sale,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,63 days 00:00:00.000000000
Cyprus,Ethereum,2018-09-05 00:00:00,2018-07-11 00:00:00,5.0,Closed,Gese,ICO,2018-10-04 23:59:00,2018-09-05 00:00:00,29 days 23:59:00.000000000,56 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Gastery,ICO,2018-11-22 00:00:00,2018-05-01 00:00:00,205 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-05-01 00:00:00,2018-04-18 00:00:00,3.7,Closed,Faba Invest,ICO,2018-09-30 00:00:00,2018-06-06 00:00:00,116 days 00:00:00.000000000,13 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,2.6,Closed,iron Bank Network,ICO,2018-06-15 00:00:00,2018-04-24 00:00:00,52 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-04-15 00:00:00,2018-03-19 00:00:00,4.8,Closed,EpigenCare,ICO,2018-07-31 00:00:00,2018-04-16 00:00:00,106 days 00:00:00.000000000,27 days 00:00:00.000000000
Turkey,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Joint Ventures,ICO,2018-05-30 00:00:00,2018-04-07 00:00:00,53 days 00:00:00.000000000,0 days 00:00:00.000000000
South Korea,Ethereum,2018-05-14 08:00:00,2018-05-01 08:00:00,4.3,Closed,CoinUs,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,13 days 00:00:00.000000000
Romania,Ethereum,2018-09-30 00:00:00,2018-08-05 00:00:00,4.6,Closed,Open Collectors Network,ICO,2018-11-04 00:00:00,2018-10-07 00:00:00,28 days 00:00:00.000000000,56 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Closed,PryvateCoin,ICO,2018-08-31 00:00:00,2018-05-05 00:00:00,118 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,ICON,2018-04-15 00:00:00,2018-04-01 00:00:00,4.6,Closed,Blue Whale,ICO,2018-05-24 00:10:00,2018-05-24 00:00:00,0 days 00:10:00.000000000,14 days 00:00:00.000000000
United States of America,Ethereum,2018-06-15 00:00:00,2018-04-30 00:00:00,4.1,Closed,Kimera,ICO,2018-10-31 00:00:00,2018-06-15 00:00:00,138 days 00:00:00.000000000,46 days 00:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Vikky,ICO,2018-07-31 07:00:00,2018-05-02 07:00:00,90 days 00:00:00.000000000,0 days 00:00:00.000000000
South Africa,Ethereum,2018-05-21 00:00:00,2018-04-22 00:00:00,3.7,Closed,Sun Exchange,ICO,2018-06-21 00:00:00,2018-05-21 00:00:00,31 days 00:00:00.000000000,29 days 00:00:00.000000000
Malta,Ethereum,2018-06-13 00:00:00,2018-05-14 00:00:00,3.3,Closed,ODEEP TOKEN,ICO,2018-07-23 00:00:00,2018-06-13 00:00:00,40 days 00:00:00.000000000,30 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Vuulr,ICO,2018-06-30 00:00:00,2018-05-09 00:00:00,52 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,AX1,ICO,2018-06-11 16:00:00,2018-04-16 16:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,2017-12-15T12:00:00Z,2018-04-30 11:00:00,2018-04-16 09:00:00,4.1,Closed,Orbis,ICO,2018-07-29 11:00:00,2018-05-01 09:00:00,89 days 02:00:00.000000000,14 days 02:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Upcoming,SwissRealCoin,STO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Bermuda,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Viva Network,ICO,2018-11-15 00:00:00,2018-07-20 00:00:00,118 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-05-26 00:00:00,2018-04-12 00:00:00,4.1,Closed,MyCreditChain,ICO,2018-06-29 00:00:00,2018-06-01 00:00:00,28 days 00:00:00.000000000,44 days 00:00:00.000000000
Saint Kitts and Nevis,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Krosscoin,ICO,2018-05-12 00:00:00,2018-03-14 00:00:00,59 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-08-31 13:00:00,2018-06-13 13:00:00,4.1,Closed,Baanx,ICO,2018-10-31 00:00:00,2018-09-01 00:00:00,60 days 00:00:00.000000000,79 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Property Coin,ICO,2018-07-31 10:59:00,2018-04-30 23:00:00,91 days 11:59:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Safe Haven,ICO,2018-07-30 00:00:00,2018-06-30 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,mCoin,ICO,2018-07-07 00:00:00,2018-05-06 00:00:00,62 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,2017-12-15T12:00:00Z,2018-05-28 22:00:00,2018-05-21 22:00:00,2.4,Closed,Veroneum,ICO,2018-06-16 22:00:00,2018-05-28 22:00:00,19 days 00:00:00.000000000,7 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Nomopoly,ICO,2018-06-13 12:00:00,2018-05-13 12:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-05-17 00:00:00,2018-04-18 00:00:00,5.0,Closed,Buzcoin,ICO,2018-10-19 00:00:00,2018-08-01 00:00:00,79 days 00:00:00.000000000,29 days 00:00:00.000000000
Netherlands,Ethereum,2018-11-30 16:00:00,2018-11-21 16:00:00,4.6,Closed,Dench Music,ICO,2018-12-15 16:00:00,2018-12-01 16:00:00,14 days 00:00:00.000000000,9 days 00:00:00.000000000
Barbados,Ethereum,2018-06-29 18:00:00,2018-06-06 13:00:00,4.6,Closed,Green Power Exchange,ICO,2018-09-28 18:00:00,2018-09-05 13:00:00,23 days 05:00:00.000000000,23 days 05:00:00.000000000
Ireland,Ethereum,2018-06-15 12:00:00,2018-06-01 12:00:00,4.4,Closed,checkitsreal,ICO,2018-07-27 12:00:00,2018-07-06 12:00:00,21 days 00:00:00.000000000,14 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.9,Closed,Blockchain Hotels,ICO,2018-06-30 00:00:00,2018-06-01 00:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Closed,Hupplat,ICO,2018-10-31 00:00:00,2018-05-20 00:00:00,164 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Wizebit,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,Fanfare,ICO,2018-10-31 00:00:00,2018-08-17 00:00:00,75 days 00:00:00.000000000,0 days 00:00:00.000000000
Gibraltar,Ethereum,2018-04-18 00:00:00,2018-03-16 00:00:00,3.9,Closed,CryptoRobotics,ICO,2018-06-20 00:00:00,2018-05-20 00:00:00,31 days 00:00:00.000000000,33 days 00:00:00.000000000
