,Compound,Negative,Neutral,Positive
 iDealCash,0.08062608695652171,0.08243478260869566,0.8170869565217392,0.10047826086956521
 DAV Coin,0.37379999999999997,0.0,0.8975,0.1025
 FirstCoin,-0.3715,0.074,0.9045000000000001,0.0215
 Aphelion,-0.052066,0.09761999999999998,0.8250799999999998,0.07732000000000001
 Scorum Coins,,,,
 Level Up Coin,0.26472200000000007,0.02564,0.86082,0.11348000000000001
 WandX,0.0,0.0,1.0,0.0
 EventChain,0.4829440000000001,0.0104,0.7313400000000001,0.25824
 Transcodium,0.515125,0.0,0.8307500000000001,0.16925
 Ethouse,,,,
 Sp8de,0.5719,0.076,0.649,0.276
 Chronologic,0.072106,0.02828,0.9071000000000002,0.0646
 Elysian,0.060934,0.06448,0.8477200000000003,0.08778000000000002
 Auctus,0.2722290322580646,0.01432258064516129,0.880806451612903,0.10483870967741936
 Paymon,-0.032684,0.02604,0.9641000000000001,0.00986
 Rentberry,0.20543636363636367,0.04218181818181818,0.8551818181818182,0.10263636363636364
 Advanced Tech...,0.46521799999999996,0.00886,0.8358199999999998,0.15527999999999997
 Coinlancer,0.010471428571428567,0.10085714285714287,0.7518571428571429,0.14728571428571427
 BlueCoin,0.04446,0.00244,0.97866,0.0189
 Etheera,,,,
 MyBit,0.051925925925925924,0.006037037037037037,0.9545555555555557,0.03940740740740741
 Centauri,0.11028999999999996,0.01702,0.9334200000000001,0.04958
 AVINOC,0.17554999999999998,0.0,0.9376666666666668,0.06233333333333333
 HyperQuant,0.0,0.0,1.0,0.0
 BLOC.MONEY,0.5084416666666667,0.021083333333333332,0.7730833333333335,0.20575
 Bonpay,,,,
 BitClave,0.40494,0.0,0.866,0.134
 EveriToken,0.1460375,0.029187499999999998,0.8616875,0.10912500000000001
 BitRewards,0.0,0.0,1.0,0.0
 Adelphoi,0.3242666666666667,0.0,0.8971111111111111,0.10288888888888888
 IP Exchange,0.23027,0.02422,0.8897800000000002,0.08598000000000004
 Alt.Estate token,,,,
 Bee Token,0.1934655172413793,0.017379310344827585,0.9088620689655172,0.07375862068965518
 Bitcoin Fast,0.12390999999999998,0.06012000000000001,0.84358,0.09623999999999999
 GoByte,0.10412666666666667,0.0,0.9648666666666668,0.03513333333333333
 Obsidian,0.06335199999999999,0.047799999999999995,0.8972200000000001,0.055
 Fabric Token,0.07296,0.0346,0.9309999999999998,0.0344
 Social Activi...,0.2244,0.0,0.894,0.106
 Worldcore,-0.03624705882352941,0.04376470588235294,0.9047058823529414,0.05152941176470588
 Signals Network,0.23390600000000003,0.028999999999999998,0.8817400000000003,0.08926000000000003
 AdHive,-0.4251,0.144,0.799,0.057
 Daneel,-0.058498,0.07846000000000002,0.8628999999999998,0.05866
 Leadcoin,,,,
 Patron,0.10625999999999998,0.028380000000000002,0.8844399999999999,0.08718
 MicroMoney,0.6189209302325582,0.011674418604651163,0.7295116279069765,0.2587441860465118
 InvestFeed,0.3025272727272727,0.047363636363636365,0.775590909090909,0.17704545454545453
 ClearCoin,0.0,0.0,1.0,0.0
 CDX Network,,,,
 Fire Lotto,0.10298157894736841,0.11031578947368421,0.7682105263157893,0.12144736842105264
 Save Environm...,0.0,0.0,1.0,0.0
 FundRequest,,,,
 Exosis,0.0,0.0,1.0,0.0
 Emphy,0.03334444444444445,0.032148148148148155,0.9305925925925926,0.03725925925925926
 Hurify,0.2049357142857143,0.007178571428571429,0.9088571428571429,0.08396428571428571
 BitNautic Token,,,,
 Spectiv,0.52765,0.0,0.7895,0.21050000000000002
 International...,0.025227999999999983,0.06588,0.85398,0.08014000000000002
 Datarius Credit,,,,
 Asura Coin,-0.5574,0.091,0.909,0.0
 BEAT,-0.004704000000000001,0.09346000000000002,0.8230799999999999,0.08346
 Bitcoin Zero,-0.16054000000000004,0.09620000000000001,0.8577400000000002,0.04604
 CYCLEAN,0.29333333333333333,0.0,0.8653333333333334,0.13466666666666668
 Decimated,0.06884,0.023299999999999998,0.9223,0.05436
 Helpico,0.245728,0.013600000000000001,0.8846399999999999,0.10180000000000002
 ATBCoin,,,,
 BitRent,0.0,0.0,1.0,0.0
 BitCoen,,,,
 ConnectJob,0.65675,0.0,0.8325,0.1675
 Blocklancer,0.25485,0.0755,0.7995,0.125
 Knekted,,,,
 SHPING,-0.7281399999999997,0.21854000000000012,0.7814600000000005,0.0
 CrowdWiz,,,,
 Peerguess,,,,
 Ether Kingdom...,0.10606666666666666,0.0,0.9506666666666667,0.04933333333333333
 ARAW,0.026116,0.01626,0.94908,0.03466
 Absolute,0.121122,0.10298,0.7565800000000003,0.1404
 Datacoin,0.20095,0.0,0.9610000000000001,0.039
 Intelligent T...,0.166542,0.12329999999999997,0.7095199999999997,0.16713999999999998
 bitJob,0.267025,0.0155,0.8855625000000001,0.09893749999999998
 Creditbit,0.0,0.0,1.0,0.0
 Fox Trading,-0.18003599999999997,0.08514,0.8714199999999999,0.043440000000000006
 Advanced Inte...,-0.001544,0.00134,0.9975,0.00116
 BitGuild PLAT,0.4816666666666666,0.0,0.8563333333333333,0.1436666666666667
 Decentralized...,0.2901379999999999,0.02474,0.8363200000000002,0.13894
 FidexToken,,,,
 Bankcoin,0.23643333333333327,0.022000000000000002,0.8848333333333334,0.09316666666666668
 ALAX,0.040924,0.02306,0.93378,0.04316
 Origami,0.05391599999999999,0.00466,0.97674,0.018600000000000002
 Ccore,0.1416280000000001,0.05147999999999999,0.8407200000000006,0.10780000000000005
 Cashcoin,0.0964439024390244,0.0,0.8670975609756093,0.1329024390243902
 Crystal Clear,0.308238,0.07924000000000003,0.7487800000000004,0.17200000000000007
 Alpha Coin,-0.0966600000000001,0.11459999999999998,0.8092600000000003,0.07618
 BowsCoin,,,,
 Eternity,0.058693999999999996,0.03104,0.9135000000000001,0.055439999999999996
 Atheios,0.0,0.0,1.0,0.0
 Authorship,0.15515999999999996,0.04847999999999999,0.8580800000000001,0.09344000000000001
 Decision Token,0.2570759999999999,0.03348,0.8620000000000003,0.10454000000000002
 Sharpe Platfo...,,,,
 CryptoAds Mar...,,,,
 Aigang,,,,
 Desire,0.46994600000000014,0.031760000000000004,0.7867400000000002,0.18144000000000005
 e-Chat,0.017030000000000003,0.017575,0.9562500000000002,0.026175000000000004
 Crystal Token,0.43796666666666667,0.022222222222222223,0.8417777777777778,0.13594444444444445
 Crowdholding,0.04333333333333332,0.07376190476190478,0.8031904761904765,0.12314285714285711
 Cabbage,0.039832,0.022020000000000005,0.9362600000000001,0.04172000000000001
 BunnyToken,0.3134,0.0,0.76775,0.23225
 BROTHER,0.024344000000000005,0.06564,0.8509200000000001,0.08342000000000002
 ICOCalendar.T...,,,,
 Bolenum,-0.07631111111111111,0.029333333333333336,0.9706666666666668,0.0
 Provoco Token,,,,
 Whole Network,-0.10672399999999996,0.10531999999999994,0.8171199999999998,0.07758000000000002
 CoinEx Token,0.21731764705882353,0.002411764705882353,0.9308235294117648,0.06676470588235295
 Boltt Coin,0.20025,0.0,0.9455,0.0545
 CENTERCOIN,0.44905,0.0,0.8959999999999999,0.104
 Echoin,0.10104074074074074,0.024222222222222225,0.9124074074074074,0.06337037037037038
 Filecoin [Fut...,,,,
 DAD Chain,0.20042400000000002,0.04796,0.8219400000000001,0.13012
 Dexter G,0.15054399999999998,0.0291,0.89902,0.07186000000000001
 StarChain,-0.00682666666666667,0.03586666666666667,0.9335333333333333,0.030600000000000002
 CoinHe Token,,,,
 Dapp Token,0.19665999999999997,0.015659999999999997,0.8946599999999999,0.08974
 Tesra,0.0,0.0,1.0,0.0
 ChronoCoin,0.5255,0.0,0.8597499999999999,0.14024999999999999
 Game Stars,-0.062582,0.06362000000000002,0.8932199999999998,0.04316
 DACC,0.032056,0.00954,0.9494399999999998,0.04102
 Consentium,0.3220444444444444,0.038,0.8426666666666667,0.11933333333333335
 IOU,0.095054,0.008520000000000002,0.9385800000000001,0.05290000000000001
 HitChain,,,,
 Coindom,,,,
 M2O,0.018286,0.01072,0.9698599999999999,0.01942
 CarBlock,,,,
 FundToken,,,,
 Experience Token,0.15129599999999999,0.05252,0.84422,0.10324
 Esports Token,0.17513000000000006,0.006999999999999999,0.93908,0.053919999999999996
 Baer Chain,0.0,0.0,1.0,0.0
 Celsius,0.0892,0.040839999999999994,0.8954599999999999,0.06372000000000001
 EduCoin,,,,
 Twinkle,0.006803999999999999,0.00526,0.98182,0.012919999999999997
 Atlas Token,0.4311,0.0,0.87,0.13
 DeepCloud AI,0.21258181818181818,0.013545454545454545,0.8833636363636365,0.10309090909090908
 IOV BlockChain,0.11685000000000001,0.00484,0.9510599999999998,0.04410000000000002
 Emanate,0.05573199999999999,0.026520000000000002,0.9178599999999999,0.05564
 BiNGO.Fun,0.5675325581395348,0.02593023255813953,0.7002558139534882,0.27379069767441866
 Influence Chain,0.159726,0.03912,0.8737799999999999,0.08708
 eosBLACK,0.23223599999999991,0.05104000000000001,0.7984199999999995,0.15058000000000002
 Hilux,0.06773799999999999,0.00798,0.9683800000000001,0.023640000000000005
 EmberCoin,0.0,0.0,1.0,0.0
 Lendroid Supp...,,,,
 ContractNet,,,,
 WeToken,,,,
 Hybrid Block,-0.15103599999999995,0.15929999999999994,0.74588,0.09484
 Gamblica,0.0,0.0,1.0,0.0
 GOLD Reward T...,0.4770160000000001,0.052520000000000004,0.7423599999999998,0.20517999999999986
 ALLCOIN,0.3168666666666667,0.0,0.8416666666666668,0.15833333333333333
 Crypto Harbor...,0.09058,0.00754,0.9607399999999999,0.03172
