rank_cnc,Name,Ticker,market_cap,price,volume24,pct1h,pct24h,pct7d,country,platform,pre_ico_end,pre_ico_start,rating,status,Name_y,type,End,Start,Duration,pre_Duration,compound,negative,neutral,positive,no_of_posts
680, Remme,REM,"2,185,999",0.003316,"116,639",3.22,3.11,5.44,,Ethereum,2017-12-25 15:00:00,2017-12-04 15:00:00,4.4,Trading,REMME,ICO,2018-02-14 20:00:00,2018-02-13 20:00:00,1 days 00:00:00.000000000,21 days 00:00:00.000000000,0.5762,0.017571428571428568,0.9478571428571428,0.034571428571428565,7
684, Brickblock,BBK,"2,157,088",0.028711,"20,170",-0.23,-3.56,-17.73,Germany,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,BrickBlock,ICO,2018-05-16 13:00:00,2018-05-09 13:00:00,7 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.051869999999999986,0.0125,0.014900000000000004,0.9725,10
690, Primas,PST,"2,094,976",0.039758,"116,303",-0.74,-2.23,-12.35,,,2017-09-28 03:00:00,2017-09-28 03:00:00,1.1,Unknown,Planes Cloud,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5521790000000002,0.049439999999999984,0.8417499999999998,0.10875000000000004,100
699, Own,CHX,"2,019,637",0.020253,"344,659",-0.32,-0.87,-15.05,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Closed,CHEX,ICO,2017-10-29 12:00:00,2017-08-25 12:00:00,65 days 00:00:00.000000000,0 days 00:00:00.000000000,0.9994,0.024,0.87,0.106,1
707, Smartlands,SLT,"1,956,508",0.383562,0,-1.0,-1.51,-8.06,,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Trading,Smartlands,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
709, Maecenas,ART,"1,951,785",0.033442,169,-0.26,25.5,22.22,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Maecenas,ICO,2017-10-07 23:59:59,2017-09-05 00:00:00,32 days 23:59:59.000000000,0 days 00:00:00.000000000,0.5335445652173914,0.10459782608695647,0.048445652173913036,0.8469239130434785,92
710, MultiVAC,MTV,"1,945,016",0.000796,"174,648",-0.33,0.22,6.15,Belarus,Ethereum,2018-03-31 00:00:00,2018-03-01 00:00:00,4.3,Closed,Multiversum,ICO,2018-06-25 00:00:00,2018-04-16 00:00:00,70 days 00:00:00.000000000,30 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
715, MARK.SPACE,MRK,"1,914,888",0.002474,"30,848",46.56,3.08,47.05,Singapore,Ethereum,2017-12-28 00:00:00,2017-11-01 00:00:00,4.8,Trading,MARK.SPACE,ICO,2018-02-28 12:00:00,2018-01-23 12:00:00,36 days 00:00:00.000000000,57 days 00:00:00.000000000,0.21095352112676052,0.05843661971830987,0.8503802816901412,0.09118309859154934,71
721, indaHash,IDH,"1,900,875",0.004753,428,-0.19,-1.38,-26.48,Poland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,indaHash,ICO,2017-12-20 15:00:00,2017-11-29 15:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.12925,0.01,0.977,0.0125,2
722, ParkinGo,GOT,"1,872,228",0.116452,252,-0.13,-8.8,-28.97,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.7,Closed,GoNetwork,ICO,2018-06-25 00:00:00,2018-06-11 00:00:00,14 days 00:00:00.000000000,0 days 00:00:00.000000000,0.471397,0.05956,0.8267499999999997,0.11367000000000001,100
724, Unibright,UBT,"1,866,124",0.013370,"99,278",-0.38,2.75,5.86,Germany,Ethereum,2018-04-08 18:00:00,2018-04-03 13:00:00,4.4,Trading,Unibright,ICO,2018-05-20 13:00:00,2018-04-20 13:00:00,30 days 00:00:00.000000000,5 days 05:00:00.000000000,0.0,0.0,0.0,0.0,0
726, BANKEX,BKX,"1,849,922",0.008159,"249,069",-4.24,5.94,31.39,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,BANKEX,ICO,2017-12-28 15:00:00,2017-11-28 03:00:00,30 days 12:00:00.000000000,0 days 00:00:00.000000000,0.49565,0.005,0.8785,0.11625,4
727, Apex,CPX,"1,848,845",0.003914,"134,354",-3.67,-6.31,-4.52,United States of America,Ethereum,2018-10-31 00:00:00,2018-07-23 00:00:00,4.8,Closed,CareParrot,ICO,2018-11-30 00:00:00,2018-11-01 00:00:00,29 days 00:00:00.000000000,100 days 00:00:00.000000000,0.06276857142857148,0.07511428571428573,0.8241714285714284,0.10071428571428573,35
730, DaTa eXchange,DTX,"1,815,296",0.023586,"8,395",-0.77,-0.88,-2.22,Belgium,Ethereum,2018-04-25 15:00:00,2018-03-19 15:00:00,4.6,Closed,DatabrokerDAO,ICO,2018-06-30 15:00:00,2018-04-26 15:00:00,65 days 00:00:00.000000000,37 days 00:00:00.000000000,0.42006499999999997,0.03505000000000001,0.90115,0.0638,20
736, Cryptopay,CPAY,"1,774,974",0.025966,"1,397",-0.13,0.21,28.97,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,CryptoPay,ICO,2017-10-30 12:00:00,2017-10-02 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.7360666666666668,0.02666666666666667,0.8956666666666666,0.07766666666666666,3
737, Business Cred...,BCS,"1,774,146",1.24,"331,466",-0.4,0.48,7.05,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Bcshop,ICO,2018-01-31 12:00:00,2017-12-18 12:00:00,44 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5994400000000001,0.109,0.0366,0.8544,5
739, Lendingblock,LND,"1,748,859",0.002260,"142,482",-0.56,-10.75,-33.66,United Kingdom,Ethereum,2018-04-14 15:00:00,2018-04-07 15:00:00,4.6,Trading,Lendingblock,ICO,2018-04-18 11:00:00,2018-04-15 15:00:00,2 days 20:00:00.000000000,7 days 00:00:00.000000000,1.0,0.026,0.8245,0.1495,2
746, Bismuth,BIS,"1,685,868",0.122707,"1,482",3.09,-10.31,-2.64,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,Bitcoinus,ICO,2018-05-10 00:00:00,2018-01-22 00:00:00,108 days 00:00:00.000000000,0 days 00:00:00.000000000,0.27586969696969704,0.06363636363636364,0.03903030303030304,0.8973030303030303,33
757, DEEX,DEEX,"1,620,079",0.028659,"8,305",-0.08,-2.65,-36.75,Russia,Bitshares,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Deex,ICO,2018-02-28 00:00:00,2018-01-10 00:00:00,49 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.4491,0.019,0.9738888888888888,0.006888888888888889,9
761, Primalbase Token,PBT,"1,605,233","1,284.19","4,471",-0.2,2.03,-25.75,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,Primalbase,ICO,2017-06-27 15:00:00,2017-06-26 03:00:00,1 days 12:00:00.000000000,0 days 00:00:00.000000000,0.3612,0.006999999999999999,0.977,0.016,1
762, 0Chain,ZCN,"1,591,749",0.039678,"2,746",-4.3,-7.03,-19.37,Virgin Islands (British),Ethereum,2018-10-15 00:00:00,2018-04-02 00:00:00,5.0,Closed,Zichain,ICO,2018-12-22 00:00:00,2018-12-01 00:00:00,21 days 00:00:00.000000000,196 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
763, NAGA,NGC,"1,589,685",0.022091,551,-0.16,-0.73,-0.77,Germany,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Trading,NAGA,ICO,2017-12-15 23:59:59,2017-12-01 00:00:00,14 days 23:59:59.000000000,0 days 00:00:00.000000000,0.7207400000000003,0.03320999999999998,0.8702399999999999,0.09653,100
764, 1SG,1SG,"1,587,565",0.724566,"6,590,944",-0.12,0.42,0.35,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Unknown,1SG,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.06796666666666662,0.01533333333333333,0.018666666666666668,0.966,3
766, 3DCoin,3DC,"1,573,224",0.022925,"1,321",1.16,8.16,-21.45,United Arab Emirates,Own Blockchain,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,Districts,ICO,2017-11-30 00:00:00,2017-11-01 00:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.5719,0.005,0.019,0.976,1
768, DreamTeam Token,DREAM,"1,568,026",0.043378,"2,009",-6.13,-5.76,-24.34,Ukraine,Ethereum,2018-04-19 17:00:00,2018-04-12 17:00:00,5.0,Closed,DreamTeam,ICO,2018-05-19 17:00:00,2018-04-19 17:00:00,30 days 00:00:00.000000000,7 days 00:00:00.000000000,0.7116669999999998,0.05104,0.8245100000000002,0.12442,100
770, Merculet,MVP,"1,557,658",0.000651,"142,158",0.8,-1.53,-4.63,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,Merculet,ICO,2018-05-04 13:02:00,2018-05-04 13:00:00,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0.834936,0.028759999999999987,0.8678200000000001,0.10338000000000004,100
775, Kryll,KRL,"1,519,619",0.060759,"4,863",-0.16,-3.55,-4.06,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Closed,Kryll,ICO,2018-04-20 12:00:00,2018-02-07 11:00:00,72 days 01:00:00.000000000,0 days 00:00:00.000000000,0.1744666666666667,0.013999999999999999,0.9690000000000001,0.017,3
776, MobileGo,MGO,"1,517,679",0.015177,"911,991",0.03,-4.62,-2.35,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,MobileGo,ICO,2017-05-24 16:00:00,2017-04-25 16:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.62885,0.026,0.9605,0.013,2
780, DECENT,DCT,"1,488,509",0.029012,198,-0.21,-5.15,-0.89,Switzerland,,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,DECENT,ICO,2016-11-06 00:00:00,2016-09-11 00:00:00,56 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5643764044943819,0.06134831460674156,0.8229213483146062,0.115685393258427,89
781, Covesting,COV,"1,488,334",0.082685,627,-0.01,-2.22,-6.83,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,Covesting,ICO,2018-01-15 13:00:00,2017-11-24 13:00:00,52 days 00:00:00.000000000,0 days 00:00:00.000000000,0.13162500000000002,0.02225,0.95375,0.024,4
784, CashBet Coin,CBC,"1,476,401",0.009115,"10,508",-0.13,-1.18,-4.62,,Ethereum,2018-01-22 00:00:00,2017-12-15 00:00:00,3.7,Closed,CashBag,ICO,2018-04-30 00:00:00,2018-01-22 00:00:00,98 days 00:00:00.000000000,38 days 00:00:00.000000000,0.2032098039215686,0.026784313725490196,0.9347647058823528,0.03839215686274509,51
785, ALIS,ALIS,"1,469,909",0.037316,0,0.0,0.0,14.08,Japan,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,Alis,ICO,2017-09-29 12:00:00,2017-09-01 02:00:00,28 days 10:00:00.000000000,0 days 00:00:00.000000000,0.4306960000000001,0.07139999999999999,0.04216,0.8865599999999998,25
794, LikeCoin,LIKE,"1,398,445",0.002953,70,-0.09,1.32,-8.73,Thailand,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.3,Unknown,LIKE,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.6470409999999999,0.04256,0.84583,0.11155999999999999,100
802, Colu Local Ne...,CLN,"1,372,955",0.014780,0,0.0,0.0,-14.34,Gibraltar,Ethereum,2018-01-17 00:00:00,2017-11-02 00:00:00,4.4,Closed,Colu Local Network,ICO,2018-02-18 00:00:00,2018-02-14 00:00:00,4 days 00:00:00.000000000,76 days 00:00:00.000000000,0.42809200000000014,0.04416999999999998,0.86326,0.09255,100
803, Ubex,UBEX,"1,371,040",0.000441,"1,554,634",-0.47,-3.29,-3.74,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,Ubex,ICO,2018-09-30 14:00:00,2018-05-21 14:00:00,132 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.0772,0.006999999999999999,0.988,0.006,1
812, KickToken,KICK,"1,321,367",0.000236,"34,922",-5.82,2.76,-10.06,Russia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,KICKICO,ICO,2017-09-16 21:00:00,2017-08-29 16:00:00,18 days 05:00:00.000000000,0 days 00:00:00.000000000,0.6313734939759034,0.0481686746987952,0.8470963855421692,0.1047469879518072,83
814, Safe Haven,SHA,"1,317,953",0.000438,"9,898",-0.2,2.99,-5.21,Singapore,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,Safe Haven,ICO,2018-07-30 00:00:00,2018-06-30 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5852087719298246,0.05403508771929825,0.8454035087719302,0.10050877192982452,57
817, BOOM,BOOM,"1,307,087",0.001707,"27,464",0.32,-1.7,-5.89,,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,1.3,Unknown,BoomBay Exchange,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4827689999999998,0.09684000000000002,0.055659999999999966,0.8474799999999999,100
818, Mindexcoin,MIC,"1,306,157",0.001911,"265,891",-0.2,-3.83,37.62,Netherlands,Ethereum,2018-11-30 16:00:00,2018-11-21 16:00:00,4.6,Closed,Dench Music,ICO,2018-12-15 16:00:00,2018-12-01 16:00:00,14 days 00:00:00.000000000,9 days 00:00:00.000000000,-0.514595652173913,0.0602608695652174,0.8918260869565217,0.04791304347826087,23
823, Bitcoin Confi...,BC,"1,279,470",0.000174,52,-0.2,-34.19,-6.05,Singapore,Ethereum,2018-07-15 23:59:00,2018-06-30 12:00:00,5.0,Closed,Boomstarter.Network,ICO,2018-10-31 23:59:00,2018-08-06 00:00:00,86 days 23:59:00.000000000,15 days 11:59:00.000000000,0.7466971830985915,0.0253943661971831,0.8925352112676056,0.08204225352112672,71
825, Medicalchain,MTN,"1,272,113",0.004121,"40,303",0.71,0.09,0.11,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,Medicalchain,ICO,2018-02-01 00:00:00,2018-02-01 00:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0020000000000000018,0.0495,0.868,0.0825,2
834, COTI,COTI,"1,224,336",0.008369,"13,863,965",1.13,3.5,5.8,Gibraltar,DAG,2017-09-28 03:00:00,2017-09-28 03:00:00,5.0,Closed,COTI,ICO,2019-06-14 00:00:00,2019-06-04 00:00:00,10 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.6486,0.026,0.962,0.011,1
841, CEEK VR,CEEK,"1,188,554",0.002360,"3,236",-0.14,1.2,1.62,Virgin Islands (British),Ethereum,2018-04-15 00:00:00,2018-03-26 00:00:00,3.7,Trading,CEEK VR,ICO,2018-05-28 00:00:00,2018-04-19 00:00:00,39 days 00:00:00.000000000,20 days 00:00:00.000000000,-0.2263,0.016,0.973,0.011,1
844, Chronobank,TIME,"1,179,016",1.66,"28,794",0.52,2.89,-5.24,Australia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.1,Trading,ChronoBank,ICO,2017-02-15 12:00:00,2016-12-15 12:00:00,62 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4955300000000002,0.04246999999999999,0.8555699999999997,0.10194999999999994,100
851, Azbit,AZ,"1,153,784",0.000016,"188,113",-1.13,-8.91,-9.87,Switzerland,Ethereum,2018-11-30 00:00:00,2018-10-01 00:00:00,4.6,Closed,AZBIT,ICO,2019-06-30 00:00:00,2018-12-01 00:00:00,211 days 00:00:00.000000000,60 days 00:00:00.000000000,0.5475888888888889,0.07322222222222223,0.025888888888888892,0.9006666666666666,9
857, Edgeless,EDG,"1,134,043",0.009689,"2,765",-0.2,1.66,-8.22,Lithuania,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.1,Trading,Edgeless,ICO,2017-03-21 00:00:00,2017-02-28 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.0772,0.006999999999999999,0.987,0.006,1
869, Optimal Shelf...,OSA,"1,084,768",0.000781,"4,164",1.4,-0.24,-4.07,Virgin Islands (British),Ethereum,2018-07-03 00:00:00,2018-05-21 00:00:00,4.6,Closed,OSA Decentralized,ICO,2018-08-31 00:00:00,2018-07-21 00:00:00,41 days 00:00:00.000000000,43 days 00:00:00.000000000,0.14516249999999994,0.050125,0.8773124999999996,0.07265625,32
872, Beaxy,BXY,"1,075,958",0.007209,"5,367",1.37,-2.49,-12.24,Saint Kitts and Nevis,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Unknown,Beaxy,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.4254460000000001,0.02941999999999998,0.8968999999999998,0.07366999999999996,100
878, Mysterium,MYST,"1,056,773",0.044641,11,-0.21,-0.09,7.95,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.5,Trading,Mysterium Network,ICO,2017-05-30 23:00:00,2017-05-30 15:00:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
886, Humaniq,HMQ,"1,028,115",0.005533,"79,422",-0.26,1.94,-10.34,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.9,Trading,Humaniq,ICO,2017-04-30 00:00:00,2017-04-06 00:00:00,24 days 00:00:00.000000000,0 days 00:00:00.000000000,0.0772,0.011,0.977,0.012,1
887, NeuroChain,NCC,"1,027,335",0.002428,"26,309",0.05,-0.11,-7.09,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.8,Closed,Neurochain,ICO,2018-04-15 08:00:00,2018-03-19 08:00:00,27 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.4513333333333334,0.06699999999999999,0.8693333333333334,0.06333333333333334,3
897, Bloom,BLT,"995,831",0.018564,812,-0.13,-9.66,-9.66,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Unknown,Branche,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,-0.027153333333333352,0.052333333333333336,0.040400000000000005,0.9070666666666668,15
900, Moneytoken,IMT,"975,438",0.000103,"35,090",-6.22,-8.16,-4.03,United Kingdom,Ethereum,2018-05-01 23:59:59,2018-03-22 00:00:00,5.0,Closed,MoneyToken,ICO,2018-06-06 23:59:59,2018-05-02 00:00:00,35 days 23:59:59.000000000,40 days 23:59:59.000000000,-0.53855,0.0725,0.879,0.049,2
911, Global Awards...,GAT,"942,123",0.001374,"3,611",-0.13,-0.01,-17.04,Hong Kong,Ethereum,2018-01-07 00:00:00,2017-12-17 00:00:00,4.6,Trading,Gatcoin,ICO,2018-01-28 00:00:00,2018-01-14 00:00:00,14 days 00:00:00.000000000,21 days 00:00:00.000000000,0.19952,0.0536,0.8482,0.0982,5
917, UNIVERSAL CASH,UCASH,"907,947",0.000088,134,-0.16,-27.09,43.87,Canada,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,2.2,Trading,U.CASH,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.604124,0.03768999999999998,0.8804099999999999,0.0819,100
919, Hiveterminal ...,HVN,"897,354",0.002187,442,-0.17,-10.85,-9.35,Slovenia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,Hive Project,ICO,2017-08-15 00:00:00,2017-07-03 23:00:00,42 days 01:00:00.000000000,0 days 00:00:00.000000000,0.11904166666666666,0.07216666666666667,0.8528333333333334,0.07475,12
925, ADAMANT Messe...,ADM,"875,212",0.010564,43,-0.1,-2.48,15.3,Ireland,Own Blockchain,2018-01-25 00:00:00,2017-12-14 00:00:00,4.3,Closed,ADAMANT Messenger,ICO,2018-06-30 23:59:59,2018-01-30 00:00:00,151 days 23:59:59.000000000,42 days 00:00:00.000000000,0.5135580645161292,0.059532258064516126,0.8396612903225803,0.10072580645161287,62
926, Blockchain Ce...,BCDT,"874,796",0.026028,0,0.0,-1.06,8.65,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,BCDiploma,ICO,2018-01-18 12:00:00,2017-12-21 12:00:00,28 days 00:00:00.000000000,0 days 00:00:00.000000000,0.28337333333333337,0.04783333333333332,0.03416666666666668,0.9180666666666664,30
934, BridgeCoin,BCO,"849,272",0.031455,808,-0.38,2.64,-25.69,Laos,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,3.0,Closed,Bananacoin,ICO,2017-12-30 00:00:00,2017-11-29 12:00:00,30 days 12:00:00.000000000,0 days 00:00:00.000000000,0.4907666666666667,0.02266666666666667,0.010333333333333332,0.9670000000000001,3
949, CanYaCoin,CAN,"791,272",0.008580,"1,821",-0.1,-10.62,0.28,Australia,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,CanYa,ICO,2017-12-26 10:29:59,2017-11-26 10:29:59,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.52186,0.03694,0.86846,0.09451999999999998,100
965, Typerium,TYPE,"760,903",0.000471,135,-0.11,66.17,9.01,United Kingdom,Ethereum,2018-06-26 00:00:00,2018-05-21 18:00:00,5.0,Closed,Typerium,ICO,2018-07-23 23:59:00,2018-06-26 18:00:00,27 days 05:59:00.000000000,35 days 06:00:00.000000000,0.6205510000000001,0.04667999999999999,0.8548399999999999,0.09848000000000004,100
970, SophiaTX,SPHTX,"750,202",0.002267,"25,430",0.2,-1.29,-22.84,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,SophiaTX,ICO,2017-12-17 14:00:00,2017-12-07 14:00:00,10 days 00:00:00.000000000,0 days 00:00:00.000000000,0.06960000000000001,0.024333333333333332,0.936,0.03933333333333334,3
978, Stox,STX,"724,281",0.013566,"2,184",-0.14,3.42,-3.76,Gibraltar,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Stox,ICO,2017-08-04 01:00:00,2017-08-02 17:00:00,1 days 08:00:00.000000000,0 days 00:00:00.000000000,0.68674,0.0162,0.9342,0.0496,5
982, Cloudbric,CLB,"721,728",0.001601,"27,588",-4.22,-8.9,-3.9,Singapore,Ethereum,2018-09-22 07:00:00,2018-08-23 07:00:00,5.0,Closed,Cloudbric,ICO,2018-10-13 07:00:00,2018-10-04 07:00:00,9 days 00:00:00.000000000,30 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
983, DomRaider,DRT,"721,442",0.001220,"1,461",-0.2,-17.62,59.13,France,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,DomRaider,ICO,2017-10-11 08:00:00,2017-09-12 08:00:00,29 days 00:00:00.000000000,0 days 00:00:00.000000000,0.5719,0.0,0.985,0.015,1
994, Aventus,AVT,"685,148",0.114191,"12,854",-3.03,-5.84,-8.1,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Trading,Aventus,ICO,2017-09-06 15:07:00,2017-09-06 15:00:00,0 days 00:07:00.000000000,0 days 00:00:00.000000000,0.65645,0.0075,0.91725,0.07475,4
1001, Atlantis Blue...,ABDT,"663,627",0.003650,0,-1.0,3.54,-3.31,Hong Kong,Stellar,2018-04-25 00:00:00,2018-04-01 00:00:00,4.6,Closed,Atlantis Blue,ICO,2018-06-20 00:00:00,2018-05-11 00:00:00,40 days 00:00:00.000000000,24 days 00:00:00.000000000,0.4657423076923077,0.08875641025641026,0.05534615384615384,0.8559615384615383,78
1012, SPINDLE,SPD,"630,926",0.000197,"10,489",-0.16,0.82,-8.22,United Kingdom,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Trading,SPINDLE,ICO,2018-05-15 23:59:00,2018-05-09 00:00:00,6 days 23:59:00.000000000,0 days 00:00:00.000000000,-0.3235,0.08833333333333332,0.8450000000000001,0.06699999999999999,3
1015, Auroracoin,AUR,"626,120",0.034634,5,-0.25,31.15,1.6,Luxembourg,Ethereum,2017-12-20 00:00:00,2017-12-19 00:00:00,2.6,Closed,AurumCoin,ICO,2017-12-26 00:00:00,2017-12-20 00:00:00,6 days 00:00:00.000000000,1 days 00:00:00.000000000,0.9626333333333332,0.1,0.057333333333333326,0.843,3
1017, FLIP,FLP,"616,052",0.011010,"1,119",-0.52,-7.09,-4.15,United States of America,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.3,Closed,Gameflip,ICO,2018-01-04 19:00:00,2017-12-04 22:00:00,30 days 21:00:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,0.0,0
1020, Thrive Token,THRT,"609,515",0.005904,"25,885",-0.2,-4.14,-10.76,Malta,Ethereum,2018-03-05 00:00:00,2018-02-15 12:00:00,4.6,Closed,Thrive,ICO,2018-04-05 00:00:00,2018-03-05 00:00:00,31 days 00:00:00.000000000,17 days 12:00:00.000000000,0.710751,0.03922999999999998,0.8497399999999996,0.11099999999999996,100
1023, Amon,AMN,"593,501",0.001046,371,-0.32,7.62,-25.66,Estonia,Ethereum,2018-03-02 00:00:00,2018-03-01 09:00:00,4.8,Trading,Amon,ICO,2018-04-04 00:00:00,2018-03-04 09:00:00,30 days 15:00:00.000000000,0 days 15:00:00.000000000,-0.17938749999999998,0.072375,0.85025,0.07712499999999999,8
1030, Vetri,VLD,"578,000",0.002132,251,1.18,2.97,4.32,Switzerland,Ethereum,2017-09-28 03:00:00,2017-09-28 03:00:00,4.4,Closed,Vetri,ICO,2018-03-17 00:00:00,2018-02-24 00:00:00,21 days 00:00:00.000000000,0 days 00:00:00.000000000,0.31832799999999983,0.05482,0.86141,0.08384,100
1032, Paragon,PRG,"576,445",0.025889,1,0.0,0.0,-2.1,United States of America,,2017-09-28 03:00:00,2017-09-28 03:00:00,4.6,Trading,ParagonCoin,ICO,2017-10-15 00:00:00,2017-09-15 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000,0.399923,0.030919999999999993,0.8947299999999996,0.07435,100
1046, Bounty0x,BNTY,"535,186",0.002300,"4,828",1.62,10.9,-1.65,,,2017-09-28 03:00:00,2017-09-28 03:00:00,2.4,Trading,bounty0x,ICO,2017-09-28 03:00:00,2017-09-28 03:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0.995125,0.1765,0.006,0.81725,4
1053, CryptoPing,PING,"531,506",0.059059,33,-0.2,-1.67,-22.1,,Waves,2017-09-28 03:00:00,2017-09-28 03:00:00,2.0,Trading,CryptoPing,ICO,2017-06-25 03:20:02,2017-05-25 03:20:02,31 days 00:00:00.000000000,0 days 00:00:00.000000000,0.1566176470588235,0.05309803921568628,0.8663137254901961,0.08068627450980394,51
